Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2014-12-16,Banco Espirito Santo SA,AIB Group PLC,Arcandor AG,Reach PLC,Piraeus Bank SA,Premier Foods PLC,Petrofac Ltd,Nutreco NV,Titan Cement Co SA,Ablynx NV,Fugro NV,Solarworld AG,Tiscali SpA,Evotec AG,Fomento de Construcciones y Contratas SA,Eurobank Ergasias SA,Galapagos NV,OPAP SA,Sartorius AG,Permanent TSB Group Holdings PLC,Hellenic Telecommunications Organization,Areva SA,CGG SA,Kingspan Group PLC,Snam Rete Gas SpA,Koninklijke BAM Groep NV,Marfin Investment Group Holdings SA,Basilea Pharmaceutica AG,Alcatel Lucent SA,Italcementi SpA,Public Power Corp SA,Eurofins Scientific SE,Telecom Italia Media SpA,Alpha Bank AE,Petropavlovsk PLC,AGFA-Gevaert NV,Solocal Group,Ophir Energy PLC,Suedzucker AG,NOS SGPS SA,National Bank of Greece SA,Janus Henderson Group PLC,ams AG,Heidelberger Druckmaschinen AG,Wienerberger AG,Corbion NV,Medion AG,Norske Skogindustrier ASA,LPP SA,BE Semiconductor Industries NV,TUI AG,Pharol SGPS SA,Arkema SA,Sartorius Stedim Biotech,Fresnillo PLC,TOTAL SA,CNH Industrial NV,Swedish Orphan Biovitrum AB,Endesa SA,Altice France SA/France,-0.10659595274440048
2014-12-25,Arcandor AG,CGG SA,Banco Espirito Santo SA,AIB Group PLC,Piraeus Bank SA,Tiscali SpA,Reach PLC,Premier Foods PLC,Nutreco NV,Eurobank Ergasias SA,Titan Cement Co SA,Fomento de Construcciones y Contratas SA,Petrofac Ltd,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Ablynx NV,Evotec AG,OPAP SA,Sartorius AG,Ophir Energy PLC,Basilea Pharmaceutica AG,Galapagos NV,National Bank of Greece SA,Eurofins Scientific SE,LPP SA,Alcatel Lucent SA,Telecom Italia Media SpA,Kingspan Group PLC,Areva SA,Italcementi SpA,BE Semiconductor Industries NV,ams AG,Royal Imtech NV,Promotora de Informaciones SA,SGL Carbon SE,Wienerberger AG,Alpha Bank AE,Sartorius Stedim Biotech,Corbion NV,Pharol SGPS SA,BB Biotech AG,Suedzucker AG,Swedish Orphan Biovitrum AB,NOS SGPS SA,Airbus SE,Paysafe Group Ltd,Solarworld AG,Snam Rete Gas SpA,Micro Focus International PLC,Arkema SA,Valmet OYJ,Permanent TSB Group Holdings PLC,Medion AG,Hellenic Telecommunications Organization,Neopost SA,Janus Henderson Group PLC,Public Power Corp SA,Fresnillo PLC,Arnoldo Mondadori Editore SpA,D/S Norden A/S,0.04718986403107187
2015-01-05,Seat Pagine Gialle SpA,Arcandor AG,Meyer Burger Technology AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Marfin Investment Group Holdings SA,Tiscali SpA,Reach PLC,Norske Skogindustrier ASA,Premier Foods PLC,Nutreco NV,Titan Cement Co SA,Afren PLC,Petrofac Ltd,Evotec AG,Ablynx NV,Ophir Energy PLC,Punch Taverns Ltd,Kingspan Group PLC,Eurobank Ergasias SA,Sartorius AG,Solarworld AG,Alcatel Lucent SA,OPAP SA,Fomento de Construcciones y Contratas SA,Pharol SGPS SA,Sartorius Stedim Biotech,Eurofins Scientific SE,D/S Norden A/S,Promotora de Informaciones SA,AIB Group PLC,Snam Rete Gas SpA,Norsk Hydro ASA,Basilea Pharmaceutica AG,Storebrand ASA,BB Biotech AG,Areva SA,LPP SA,Getinge AB,Neopost SA,Evraz PLC,Sopra Steria Group,Aker BP ASA,Telecom Italia Media SpA,Wienerberger AG,Oxurion NV,Corbion NV,Centamin PLC,Galapagos NV,Acerinox SA,Micro Focus International PLC,Raiffeisen Bank International AG,Schibsted ASA,Bwin Party Digital Entertainment PLC,Swedish Orphan Biovitrum AB,Altice France SA/France,Hellenic Telecommunications Organization,NOS SGPS SA,ams AG,0.00639150750042063
2015-01-14,Seat Pagine Gialle SpA,Arcandor AG,Meyer Burger Technology AG,CGG SA,Piraeus Bank SA,Banco Espirito Santo SA,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Nutreco NV,Premier Foods PLC,Titan Cement Co SA,Petrofac Ltd,Evotec AG,Afren PLC,Norske Skogindustrier ASA,Ophir Energy PLC,Kingspan Group PLC,Ablynx NV,Solarworld AG,Fomento de Construcciones y Contratas SA,AIB Group PLC,Sartorius Stedim Biotech,Promotora de Informaciones SA,Pharol SGPS SA,Punch Taverns Ltd,Petropavlovsk PLC,Norsk Hydro ASA,Sartorius AG,Eurobank Ergasias SA,Getinge AB,Storebrand ASA,Snam Rete Gas SpA,Koninklijke Vopak NV,Aker BP ASA,Oxurion NV,LPP SA,Eurofins Scientific SE,Micro Focus International PLC,Areva SA,Centamin PLC,Wienerberger AG,Alcatel Lucent SA,Schibsted ASA,BB Biotech AG,Telecom Italia Media SpA,Sopra Steria Group,NOS SGPS SA,Galapagos NV,Acerinox SA,Raiffeisen Bank International AG,Basilea Pharmaceutica AG,D/S Norden A/S,Corbion NV,ams AG,OPAP SA,SGL Carbon SE,Swedish Orphan Biovitrum AB,TDC A/S,Bwin Party Digital Entertainment PLC,-0.0061990129696429825
2015-01-23,Seat Pagine Gialle SpA,Arcandor AG,Meyer Burger Technology AG,CGG SA,Afren PLC,Piraeus Bank SA,Banco Espirito Santo SA,Reach PLC,Pharol SGPS SA,Tiscali SpA,Nutreco NV,Marfin Investment Group Holdings SA,Premier Foods PLC,Ophir Energy PLC,Ablynx NV,Titan Cement Co SA,Galapagos NV,Promotora de Informaciones SA,Fomento de Construcciones y Contratas SA,Evotec AG,Petrofac Ltd,Norske Skogindustrier ASA,Kingspan Group PLC,Alcatel Lucent SA,Getinge AB,Snam Rete Gas SpA,LPP SA,Solarworld AG,CNH Industrial NV,OPAP SA,Kenmare Resources PLC,Aker BP ASA,Sartorius Stedim Biotech,Akastor ASA,Acerinox SA,Norsk Hydro ASA,NOS SGPS SA,Micro Focus International PLC,Storebrand ASA,Eurofins Scientific SE,Sopra Steria Group,Punch Taverns Ltd,Koninklijke Vopak NV,Areva SA,Neopost SA,Janus Henderson Group PLC,TDC A/S,Sartorius AG,H Lundbeck A/S,Etablissements Maurel et Prom,ams AG,AIB Group PLC,Premier Oil PLC,Corbion NV,Italcementi SpA,Schibsted ASA,Swedish Orphan Biovitrum AB,Oxurion NV,AP Moller - Maersk A/S,Kudelski SA,0.02240864552917762
2015-02-03,Seat Pagine Gialle SpA,Arcandor AG,Meyer Burger Technology AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Reach PLC,Tiscali SpA,Marfin Investment Group Holdings SA,Premier Foods PLC,Norske Skogindustrier ASA,Nutreco NV,Pharol SGPS SA,Ablynx NV,Ophir Energy PLC,LPP SA,Galapagos NV,Promotora de Informaciones SA,Titan Cement Co SA,Evotec AG,Kingspan Group PLC,Getinge AB,Johnston Press PLC,Solarworld AG,Fomento de Construcciones y Contratas SA,Storebrand ASA,Italcementi SpA,Punch Taverns Ltd,Telecom Italia Media SpA,Evraz PLC,Alcatel Lucent SA,Snam Rete Gas SpA,Akastor ASA,Sopra Steria Group,Micro Focus International PLC,Vedanta Resources PLC,Corbion NV,Areva SA,NOS SGPS SA,YIT OYJ,Centamin PLC,Norsk Hydro ASA,Sartorius AG,Eurofins Scientific SE,CNH Industrial NV,Etablissements Maurel et Prom,Neopost SA,Oxurion NV,APERAM SA,Polymetal International PLC,Acerinox SA,Premier Oil PLC,Sartorius Stedim Biotech,Janus Henderson Group PLC,Bwin Party Digital Entertainment PLC,National Bank of Greece SA,Corp Financiera Alba SA,AIB Group PLC,Medion AG,AGFA-Gevaert NV,0.0035000708809792406
2015-02-12,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Norske Skogindustrier ASA,Premier Foods PLC,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Ablynx NV,Promotora de Informaciones SA,Pharol SGPS SA,Nutreco NV,Ophir Energy PLC,LPP SA,Galapagos NV,Titan Cement Co SA,Corbion NV,Solarworld AG,Johnston Press PLC,Evotec AG,Punch Taverns Ltd,Italcementi SpA,Sopra Steria Group,Hellenic Telecommunications Organization,Telecom Italia Media SpA,Fomento de Construcciones y Contratas SA,Micro Focus International PLC,Alcatel Lucent SA,Afren PLC,Janus Henderson Group PLC,National Bank of Greece SA,NOS SGPS SA,Kingspan Group PLC,Corp Financiera Alba SA,Altice France SA/France,Neopost SA,Ratos AB,Premier Oil PLC,Snam Rete Gas SpA,Getinge AB,Sartorius AG,Bwin Party Digital Entertainment PLC,Puma SE,Evraz PLC,H Lundbeck A/S,AIB Group PLC,Acerinox SA,CNH Industrial NV,Public Power Corp SA,Eurofins Scientific SE,Alten SA,AGFA-Gevaert NV,OPAP SA,Norsk Hydro ASA,Chr Hansen Holding A/S,adidas AG,YIT OYJ,0.012320753061260983
2015-02-23,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Banco Espirito Santo SA,Premier Foods PLC,Norske Skogindustrier ASA,Piraeus Bank SA,Tiscali SpA,Reach PLC,Promotora de Informaciones SA,Ophir Energy PLC,Marfin Investment Group Holdings SA,Ablynx NV,Pharol SGPS SA,Nutreco NV,Punch Taverns Ltd,LPP SA,Solarworld AG,Galapagos NV,Corbion NV,Titan Cement Co SA,Johnston Press PLC,Afren PLC,Evotec AG,Sopra Steria Group,Telecom Italia Media SpA,Fomento de Construcciones y Contratas SA,Alcatel Lucent SA,Puma SE,Italcementi SpA,Kingspan Group PLC,Snam Rete Gas SpA,Micro Focus International PLC,NOS SGPS SA,Corp Financiera Alba SA,Altice France SA/France,Neopost SA,Janus Henderson Group PLC,Getinge AB,Hellenic Telecommunications Organization,AIB Group PLC,Sartorius AG,CNH Industrial NV,Acerinox SA,Premier Oil PLC,Eurofins Scientific SE,H Lundbeck A/S,Ratos AB,Genmab A/S,Norsk Hydro ASA,adidas AG,Alten SA,Zeltia SA,Evraz PLC,YIT OYJ,Chr Hansen Holding A/S,Restaurant Group PLC/The,AGFA-Gevaert NV,Centamin PLC,0.03663363817517684
2015-03-04,Seat Pagine Gialle SpA,Meyer Burger Technology AG,CGG SA,Arcandor AG,Banco Espirito Santo SA,Piraeus Bank SA,Norske Skogindustrier ASA,Premier Foods PLC,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Promotora de Informaciones SA,Ophir Energy PLC,Pharol SGPS SA,Nutreco NV,Ablynx NV,LPP SA,Galapagos NV,Punch Taverns Ltd,Solarworld AG,Corbion NV,Johnston Press PLC,Afren PLC,Titan Cement Co SA,Evotec AG,Sopra Steria Group,Fomento de Construcciones y Contratas SA,B&M European Value Retail SA,Altice France SA/France,Premier Oil PLC,Puma SE,AIB Group PLC,Neopost SA,Telecom Italia Media SpA,Micro Focus International PLC,Alcatel Lucent SA,Italcementi SpA,Acerinox SA,Kingspan Group PLC,Snam Rete Gas SpA,Vedanta Resources PLC,Hellenic Telecommunications Organization,adidas AG,NOS SGPS SA,Janus Henderson Group PLC,Corp Financiera Alba SA,Ratos AB,Chr Hansen Holding A/S,Getinge AB,Sartorius AG,Alten SA,AGFA-Gevaert NV,H Lundbeck A/S,Genmab A/S,CNH Industrial NV,Eurofins Scientific SE,Norsk Hydro ASA,Sartorius Stedim Biotech,TDC A/S,YIT OYJ,0.009172475155678485
2015-03-13,Seat Pagine Gialle SpA,Meyer Burger Technology AG,CGG SA,Arcandor AG,Banco Espirito Santo SA,Premier Foods PLC,Piraeus Bank SA,Tiscali SpA,Norske Skogindustrier ASA,Reach PLC,Promotora de Informaciones SA,Marfin Investment Group Holdings SA,Pharol SGPS SA,Nutreco NV,Ablynx NV,Ophir Energy PLC,LPP SA,Galapagos NV,Solarworld AG,Titan Cement Co SA,Corbion NV,Sopra Steria Group,Johnston Press PLC,Altice France SA/France,Hellenic Telecommunications Organization,Afren PLC,Punch Taverns Ltd,Premier Oil PLC,Evotec AG,Fomento de Construcciones y Contratas SA,AIB Group PLC,CIMPOR Cimentos de Portugal SGPS SA,Puma SE,Neopost SA,Getinge AB,B&M European Value Retail SA,Telecom Italia Media SpA,Kingspan Group PLC,Italcementi SpA,Alcatel Lucent SA,adidas AG,H Lundbeck A/S,Ratos AB,Corp Financiera Alba SA,Acerinox SA,Vedanta Resources PLC,Micro Focus International PLC,Sartorius Stedim Biotech,Janus Henderson Group PLC,Public Power Corp SA,Koninklijke DSM NV,Alten SA,CNH Industrial NV,OCI NV,Chr Hansen Holding A/S,TDC A/S,Snam Rete Gas SpA,Sartorius AG,NOS SGPS SA,Polymetal International PLC,-0.008245278535628085
2015-03-24,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Premier Foods PLC,Banco Espirito Santo SA,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Piraeus Bank SA,Reach PLC,Tiscali SpA,Pharol SGPS SA,Promotora de Informaciones SA,Nutreco NV,Ophir Energy PLC,Solarworld AG,Ablynx NV,Titan Cement Co SA,Premier Oil PLC,LPP SA,Sopra Steria Group,Altice France SA/France,Corbion NV,Vedanta Resources PLC,Kenmare Resources PLC,H Lundbeck A/S,Evotec AG,Puma SE,Hellenic Telecommunications Organization,Neopost SA,Janus Henderson Group PLC,Outotec OYJ,B&M European Value Retail SA,Corp Financiera Alba SA,CIMPOR Cimentos de Portugal SGPS SA,Sartorius Stedim Biotech,Norsk Hydro ASA,Acerinox SA,Koninklijke DSM NV,Telecom Italia Media SpA,Punch Taverns Ltd,Italcementi SpA,OCI NV,Snam Rete Gas SpA,adidas AG,Fomento de Construcciones y Contratas SA,Kingspan Group PLC,Johnston Press PLC,Ratos AB,Getinge AB,NOS SGPS SA,Cineworld Group PLC,APERAM SA,Storebrand ASA,Alten SA,Banco Comercial Portugues SA,CNH Industrial NV,AGFA-Gevaert NV,Micro Focus International PLC,Areva SA,0.009028990291323931
2015-04-02,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Reach PLC,Dexia SA,Tiscali SpA,Nutreco NV,Banco Espirito Santo SA,Promotora de Informaciones SA,Ophir Energy PLC,Premier Oil PLC,Pharol SGPS SA,Solarworld AG,Ablynx NV,LPP SA,Titan Cement Co SA,Vedanta Resources PLC,Sopra Steria Group,Evotec AG,National Bank of Greece SA,CIMPOR Cimentos de Portugal SGPS SA,Outotec OYJ,Corbion NV,CNH Industrial NV,Puma SE,Fomento de Construcciones y Contratas SA,Hellenic Telecommunications Organization,H Lundbeck A/S,Acerinox SA,Sartorius Stedim Biotech,Punch Taverns Ltd,B&M European Value Retail SA,Janus Henderson Group PLC,Norsk Hydro ASA,Banco Comercial Portugues SA,Centamin PLC,Corp Financiera Alba SA,Public Power Corp SA,Altice France SA/France,OCI NV,Telecom Italia Media SpA,Snam Rete Gas SpA,Neopost SA,Koninklijke DSM NV,Ratos AB,adidas AG,Storebrand ASA,Galp Energia SGPS SA,Afren PLC,NOS SGPS SA,Alten SA,Zeltia SA,Johnston Press PLC,Eurofins Scientific SE,Kingspan Group PLC,-0.026868357111742805
2015-04-13,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Dexia SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Banco Espirito Santo SA,Promotora de Informaciones SA,Premier Oil PLC,Nutreco NV,Reach PLC,Tiscali SpA,LPP SA,Pharol SGPS SA,Ophir Energy PLC,Titan Cement Co SA,National Bank of Greece SA,Ablynx NV,Vedanta Resources PLC,CIMPOR Cimentos de Portugal SGPS SA,Punch Taverns Ltd,Centamin PLC,Sopra Steria Group,Evotec AG,Puma SE,Neopost SA,Telecom Italia Media SpA,Acerinox SA,Sartorius Stedim Biotech,Fomento de Construcciones y Contratas SA,Afren PLC,REC Silicon ASA,Janus Henderson Group PLC,Corbion NV,Corp Financiera Alba SA,Hellenic Telecommunications Organization,Norsk Hydro ASA,B&M European Value Retail SA,H Lundbeck A/S,Koninklijke DSM NV,Getinge AB,Johnston Press PLC,CNH Industrial NV,Etablissements Maurel et Prom,Outotec OYJ,Solarworld AG,Alcatel Lucent SA,Arnoldo Mondadori Editore SpA,APERAM SA,Ratos AB,Alten SA,Alpha Bank AE,Storebrand ASA,OCI NV,Altice France SA/France,Eurofins Scientific SE,Kingspan Group PLC,0.044040628306444445
2015-04-22,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,CGG SA,Dexia SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Reach PLC,Ophir Energy PLC,Premier Oil PLC,Nutreco NV,Promotora de Informaciones SA,Tiscali SpA,Punch Taverns Ltd,CIMPOR Cimentos de Portugal SGPS SA,LPP SA,Titan Cement Co SA,National Bank of Greece SA,Ablynx NV,Vedanta Resources PLC,Pharol SGPS SA,Sopra Steria Group,Centamin PLC,Sartorius Stedim Biotech,Afren PLC,Neopost SA,Puma SE,B&M European Value Retail SA,Telecom Italia Media SpA,Evotec AG,CNH Industrial NV,Acerinox SA,Etablissements Maurel et Prom,Galp Energia SGPS SA,REC Silicon ASA,BG Group Ltd,Koninklijke DSM NV,Norsk Hydro ASA,APERAM SA,Alten SA,Janus Henderson Group PLC,Fomento de Construcciones y Contratas SA,Santander Bank Polska SA,Storebrand ASA,Evraz PLC,Corbion NV,Saras SpA,Solarworld AG,Getinge AB,H Lundbeck A/S,Tullow Oil PLC,ams AG,OCI NV,Hellenic Telecommunications Organization,Corp Financiera Alba SA,Medion AG,Alpha Bank AE,Konecranes OYJ,-0.01372934174983034
2015-05-01,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Arcandor AG,Dexia SA,Piraeus Bank SA,CGG SA,Premier Foods PLC,Norske Skogindustrier ASA,Promotora de Informaciones SA,Ophir Energy PLC,Marfin Investment Group Holdings SA,Reach PLC,Nutreco NV,Punch Taverns Ltd,Premier Oil PLC,Sopra Steria Group,Tiscali SpA,Pharol SGPS SA,Titan Cement Co SA,Centamin PLC,Vedanta Resources PLC,CIMPOR Cimentos de Portugal SGPS SA,REC Silicon ASA,Getinge AB,Puma SE,Afren PLC,Ablynx NV,National Bank of Greece SA,LPP SA,Corp Financiera Alba SA,CNH Industrial NV,Telecom Italia Media SpA,Alcatel Lucent SA,B&M European Value Retail SA,Norsk Hydro ASA,Ratos AB,Neopost SA,Storebrand ASA,Sartorius Stedim Biotech,H Lundbeck A/S,Outotec OYJ,Galp Energia SGPS SA,Corbion NV,BG Group Ltd,Koninklijke DSM NV,Evraz PLC,Etablissements Maurel et Prom,Alpha Bank AE,Santander Bank Polska SA,Hellenic Telecommunications Organization,ams AG,Janus Henderson Group PLC,SSP Group Plc,OCI NV,Schibsted ASA,YIT OYJ,DNB ASA,Alten SA,Eurofins Scientific SE,Konecranes OYJ,0.0009827193703423546
2015-05-12,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,CGG SA,Piraeus Bank SA,Ophir Energy PLC,Arcandor AG,Premier Foods PLC,Promotora de Informaciones SA,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Alcatel Lucent SA,Reach PLC,Premier Oil PLC,Nutreco NV,Tiscali SpA,Puma SE,Punch Taverns Ltd,Vedanta Resources PLC,Norsk Hydro ASA,Centamin PLC,Afren PLC,Storebrand ASA,Sopra Steria Group,CIMPOR Cimentos de Portugal SGPS SA,Getinge AB,Pharol SGPS SA,Singulus Technologies AG,B&M European Value Retail SA,Corp Financiera Alba SA,Titan Cement Co SA,APERAM SA,BE Semiconductor Industries NV,Ratos AB,CNH Industrial NV,LPP SA,Ablynx NV,Neopost SA,Evraz PLC,Janus Henderson Group PLC,ams AG,Tullow Oil PLC,H Lundbeck A/S,Sartorius Stedim Biotech,DNB ASA,Telecom Italia Media SpA,Outokumpu OYJ,BG Group Ltd,OCI NV,Etablissements Maurel et Prom,Santander Bank Polska SA,Konecranes OYJ,Koninklijke DSM NV,Corbion NV,Acerinox SA,Outotec OYJ,SSP Group Plc,YIT OYJ,Dragon Oil PLC,William Demant Holding A/S,0.01298307280066439
2015-05-21,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,CGG SA,Ophir Energy PLC,Premier Foods PLC,Promotora de Informaciones SA,Norske Skogindustrier ASA,Reach PLC,Arcandor AG,Premier Oil PLC,Vedanta Resources PLC,Punch Taverns Ltd,Puma SE,Alcatel Lucent SA,Nutreco NV,Tiscali SpA,Centamin PLC,Sopra Steria Group,B&M European Value Retail SA,Afren PLC,CIMPOR Cimentos de Portugal SGPS SA,Singulus Technologies AG,Getinge AB,Norsk Hydro ASA,BE Semiconductor Industries NV,Paysafe Group Ltd,Storebrand ASA,Piraeus Bank SA,Delhaize Group SCA,Marfin Investment Group Holdings SA,Galapagos NV,Tullow Oil PLC,Corp Financiera Alba SA,CNH Industrial NV,Janus Henderson Group PLC,SSP Group Plc,Galp Energia SGPS SA,Titan Cement Co SA,Pharol SGPS SA,Ratos AB,BG Group Ltd,Corbion NV,Carlsberg A/S,Ablynx NV,Neopost SA,William Demant Holding A/S,Johnston Press PLC,REC Silicon ASA,OCI NV,Eurofins Scientific SE,YIT OYJ,Etablissements Maurel et Prom,ams AG,Evraz PLC,Telecom Italia Media SpA,Outotec OYJ,Diebold Nixdorf AG,Koninklijke DSM NV,Sartorius Stedim Biotech,0.009887375797754611
2015-06-01,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,CGG SA,Ophir Energy PLC,Premier Foods PLC,Arcandor AG,Promotora de Informaciones SA,Norske Skogindustrier ASA,Reach PLC,Alcatel Lucent SA,Punch Taverns Ltd,Vedanta Resources PLC,Premier Oil PLC,Puma SE,Nutreco NV,Tiscali SpA,Elekta AB,B&M European Value Retail SA,Sopra Steria Group,Centamin PLC,Paysafe Group Ltd,Afren PLC,BE Semiconductor Industries NV,Getinge AB,CIMPOR Cimentos de Portugal SGPS SA,Storebrand ASA,Corp Financiera Alba SA,Delhaize Group SCA,Singulus Technologies AG,Marfin Investment Group Holdings SA,Norsk Hydro ASA,Janus Henderson Group PLC,CNH Industrial NV,Galapagos NV,Johnston Press PLC,Eurofins Scientific SE,Ratos AB,BG Group Ltd,Tullow Oil PLC,Koninklijke DSM NV,Carlsberg A/S,Eurobank Ergasias SA,William Demant Holding A/S,Galp Energia SGPS SA,SSP Group Plc,Etablissements Maurel et Prom,Corbion NV,De La Rue PLC,Neopost SA,Titan Cement Co SA,Telecom Italia Media SpA,OCI NV,Man Group PLC,Sanoma OYJ,Pharol SGPS SA,Dragon Oil PLC,Outotec OYJ,STMicroelectronics NV,YIT OYJ,-0.023269289507988362
2015-06-10,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,CGG SA,Promotora de Informaciones SA,Ophir Energy PLC,Premier Foods PLC,Arcandor AG,Norske Skogindustrier ASA,Punch Taverns Ltd,Premier Oil PLC,Reach PLC,Alcatel Lucent SA,Vedanta Resources PLC,Nutreco NV,Puma SE,Paysafe Group Ltd,Elekta AB,Tiscali SpA,B&M European Value Retail SA,Singulus Technologies AG,Sopra Steria Group,Getinge AB,BE Semiconductor Industries NV,Centamin PLC,Afren PLC,CIMPOR Cimentos de Portugal SGPS SA,Eurobank Ergasias SA,Corp Financiera Alba SA,Delhaize Group SCA,CNH Industrial NV,Storebrand ASA,Marfin Investment Group Holdings SA,Janus Henderson Group PLC,Galapagos NV,Norsk Hydro ASA,Ratos AB,BG Group Ltd,De La Rue PLC,Tullow Oil PLC,Neopost SA,Johnston Press PLC,Corbion NV,Koninklijke DSM NV,Eurofins Scientific SE,Carlsberg A/S,Dragon Oil PLC,STMicroelectronics NV,Pharol SGPS SA,Etablissements Maurel et Prom,William Demant Holding A/S,Galp Energia SGPS SA,YIT OYJ,Man Group PLC,Telecom Italia Media SpA,Swedish Orphan Biovitrum AB,MLP SE,ams AG,SSP Group Plc,Sanoma OYJ,-0.0400546141255832
2015-06-19,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,CGG SA,Promotora de Informaciones SA,Premier Foods PLC,Ophir Energy PLC,Arcandor AG,Norske Skogindustrier ASA,Premier Oil PLC,Vedanta Resources PLC,Punch Taverns Ltd,Tiscali SpA,Alcatel Lucent SA,Nutreco NV,B&M European Value Retail SA,Puma SE,Elekta AB,Paysafe Group Ltd,Reach PLC,Centamin PLC,Getinge AB,Sopra Steria Group,BE Semiconductor Industries NV,Galapagos NV,Eurobank Ergasias SA,CIMPOR Cimentos de Portugal SGPS SA,Corp Financiera Alba SA,Tullow Oil PLC,Janus Henderson Group PLC,Norsk Hydro ASA,Pharol SGPS SA,STMicroelectronics NV,BG Group Ltd,Ratos AB,Swedish Orphan Biovitrum AB,Storebrand ASA,Neopost SA,Singulus Technologies AG,Afren PLC,Marfin Investment Group Holdings SA,Telecom Italia Media SpA,Carlsberg A/S,Dragon Oil PLC,Delhaize Group SCA,Saipem SpA,ams AG,Evraz PLC,Koninklijke DSM NV,Etablissements Maurel et Prom,Piraeus Bank SA,Eurofins Scientific SE,YIT OYJ,Glanbia PLC,Man Group PLC,Galp Energia SGPS SA,Diebold Nixdorf AG,STMicroelectronics NV.1,Corbion NV,Johnston Press PLC,-0.03161620237070962
2015-06-30,Seat Pagine Gialle SpA,Meyer Burger Technology AG,Dexia SA,Royal Imtech NV,CGG SA,Norske Skogindustrier ASA,Ophir Energy PLC,Promotora de Informaciones SA,Premier Foods PLC,Arcandor AG,Tiscali SpA,Vedanta Resources PLC,Elekta AB,Marfin Investment Group Holdings SA,Piraeus Bank SA,Premier Oil PLC,Corp Financiera Alba SA,Nutreco NV,Fingerprint Cards AB,Puma SE,Getinge AB,Afren PLC,Alcatel Lucent SA,Titan Cement Co SA,Singulus Technologies AG,B&M European Value Retail SA,Reach PLC,Centamin PLC,BE Semiconductor Industries NV,Kenmare Resources PLC,Paysafe Group Ltd,Sopra Steria Group,CIMPOR Cimentos de Portugal SGPS SA,Punch Taverns Ltd,STMicroelectronics NV,Janus Henderson Group PLC,Saipem SpA,ams AG,Neopost SA,Ratos AB,Galapagos NV,BG Group Ltd,Johnston Press PLC,Delhaize Group SCA,Carlsberg A/S,Storebrand ASA,Koninklijke DSM NV,Norsk Hydro ASA,Galp Energia SGPS SA,CNH Industrial NV,Man Group PLC,Eniro AB,ALTICE EUROPE NV,Altice SA,Konecranes OYJ,William Demant Holding A/S,Tullow Oil PLC,Petropavlovsk PLC,Swedish Orphan Biovitrum AB,MLP SE,0.0019064635232895124
