Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2017-08-11,Nobel Biocare Holding AG,Cie Nationale a Portefeuille/Old,Colt Group SA,Telecity Group Ltd,Cable & Wireless Communications Ltd/Old,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,Cosmote Mobile Telecommunications SA,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Grafton Group PLC,Corio NV,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco Espirito Santo SA,Afren PLC,Somerfield Ltd,Northumbrian Water Group Ltd,DuPont Nutrition Biosciences ApS,BIP Industries Ltd,Terra Networks SA,Finastra Group Holdings Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,TNT Express BV,Pirelli & C SpA,Hibu plc,Debenhams PLC/Old,Grupo Ferrovial SA,Klakki EHF,Deutsche Boerse AG.1,Celltech Group Ltd,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,Telent Ltd,ISS World Services A/S,Danone Baby and Medical Nutrition BV,Corus Group Ltd,Tele Atlas Survey BV,SCOR Holding Switzerland AG,Friends Life Group Ltd,Merck Serono SA,
2017-08-22,TNT Express BV,Fabege AB/Old,Solvay France SA,Premier Farnell Ltd,Pearl Group Holdings No 1 Ltd,Viridian Group Ltd,Banca Popolare Commercio e Industria SpA,Cable & Wireless Worldwide Ltd,DEPFA Bank PLC,Gambro AB,Chubb PLC,Chilcott UK Ltd,Dentsu Aegis Network Ltd,Essar Energy Ltd,Zeltia SA,Mediolanum SpA,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Fresenius SE & Co KGaA.1,Coca Cola Hellenic Bottling Co SA,Group 4 Falck A/S,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Enel Green Power SpA,Wanadoo SA,Fiat Industrial SpA,Northern Foods Ltd,Maxeda BV,Kidde PLC,Vodafone Portugal-Comunicacoes Pessoais,First Active PLC,Centros Comerciales Carrefour SA,SVF Holdco UK Ltd,Iberia Lineas Aereas de Espana SA Operad,DCC PLC,Duelguide Holdings Ltd,Vita Group UnLtd,Brush Holdings Ltd,G4S Holdings 102 UK Ltd,Orion OYJ/Old,Nutreco NV,Intercell AG,Pilkington Group Ltd,Arriva PLC,Catlin Group Ltd,BKW Energie AG,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Business Objects SA,Kone OYJ/Old,Metrovacesa SA/Old,Centrica Production Ltd,Pirelli SpA,Parmalat Finanziaria SpA,
2017-08-31,Telefonica Moviles SA/Spain,Almanij NV,Ascential Group Ltd,Wellstream Holdings Ltd,Banco Pastor SA,Bradford & Bingley PLC,Friends Life FPG Ltd,Coca Cola Hellenic Bottling Co SA,Unipol Gruppo Finanziario SpA.1,CSR Ltd/United Kingdom,Altana AG,Nutreco NV,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,IVG Immobilien GmbH,Intercell AG,Group 4 Falck A/S,Unibail-Rodamco SE,Corus Group Ltd,Banca Lombarda e Piemontese SpA,Cattles Ltd,Euronext NV,Northern Foods Ltd,Skandia Forsakrings AB,Wanadoo SA,Dragon Oil PLC,Wella AG,Alstom SA,Banca Popolare di Lodi SpA,Alapis Holding Industrial & Commercial S,Manitowoc Group UK Ltd,WH Smith PLC/Old,Union Fenosa SA,Invensys Ltd,Rexam Ltd,Imperial Energy Corp PLC,George Wimpey Ltd,Safeway Ltd,Catlin Group Ltd,BKW Energie AG,Fideuram - Intesa Sanpaolo Private Banki,Bwin Party Digital Entertainment PLC,Invik & Co AB,Royal P&O Nedlloyd NV,Allianz SpA,Imperial Chemical Industries Ltd,Banca Popolare Commercio e Industria SpA,Viridian Group Ltd,bwin Interactive Entertainment AG,Inmobiliaria Colonial SA/Old,Landmark Mortgages Ltd,Dixons Retail Group Ltd,Essar Energy Ltd,Kering Holland NV,Pearl Group Holdings No 1 Ltd,Biffa PLC,Orange Holding SA,Solvay France SA,
2017-09-11,Banca Antonveneta SpA/Old,Debenhams PLC/Old,Grupo Ferrovial SA,Celltech Group Ltd,IFIL - Investments SpA,Carphone Warehouse Group PLC\Old,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,ArcelorMittal.1,BIP Industries Ltd,Home Retail Group Ltd,Biffa PLC,Cable & Wireless Communications Ltd/Old,Kaupthing ehf,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,Glitnir HoldCo ehf,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,OP Corporate Bank plc,DuPont Nutrition Biosciences ApS,Global PVQ SE,Immoeast AG,RHM Ltd,IVG Immobilien GmbH,CSR Ltd/United Kingdom,Mediolanum SpA,Unipol Gruppo Finanziario SpA.1,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Banco Pastor SA,Coca Cola Hellenic Bottling Co SA,Charter International Ltd,Group 4 Falck A/S,Corus Group Ltd,Lottomatica SpA,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Nobel Biocare Holding AG,Banca Italease SpA,Wilson Bowden Ltd,Fadesa Inmobiliaria SA,Gjensidige NOR ASA,
2017-09-20,Petroplus Holdings AG,Nobel Biocare Holding AG.1,Rautaruukki OYJ,Burren Energy PLC,Boehler-Uddeholm AG,Cable & Wireless Communications Ltd/Old,Fadesa Inmobiliaria SA,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,RHM Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco Espirito Santo SA,IVG Immobilien GmbH,CSR Ltd/United Kingdom,Stork BV/Old,Unipol Gruppo Finanziario SpA.1,BIP Industries Ltd,Finastra Group Holdings Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Banca Popolare di Milano Scarl,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Nobel Biocare Holding AG,Inmobiliaria Colonial SA/Old,bwin Interactive Entertainment AG,Royal P&O Nedlloyd NV,Debenhams PLC/Old,Grupo Ferrovial SA,Invik & Co AB,Celltech Group Ltd,Bwin Party Digital Entertainment PLC,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Terra Networks SA,George Wimpey Ltd,Danone Baby and Medical Nutrition BV,Instrumentarium OYJ,Bulgari SpA,
2017-09-29,Unipol Gruppo Finanziario SpA.1,International Power Ltd,Canary Wharf Group PLC,Corio NV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,Synthes Inc.1,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,D/S 1912,Banca Nazionale del Lavoro SpA,EDF Energy Nuclear Generation Group Ltd,APRR SA,Danone Baby and Medical Nutrition BV,Sportingbet Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Allianz France SA,Sky Deutschland AG,Autoroutes du Sud de la France SA,Zimmer Schweiz Holdings GmbH,Inmobiliaria Colonial SA/Old,Banco Espirito Santo SA,Banca Monte dei Paschi di Siena SpA,EMI Group Ltd,Delhaize Group SCA,Industriforvaltnings AB Kinnevik,Corporate Express NV,Laser Holdings Ltd,Debenhams PLC/Old,Grupo Ferrovial SA,iSOFT Group UK Ltd,Celltech Group Ltd,Nasdaq AB,SCOR SE,T-Online International AG,Xstrata Ltd,Alliance UniChem PLC,Cia Espanola de Petroleos SAU,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Bostads AB Drott,DEPFA Bank PLC.1,Ainax AB,eircom Group Ltd,Deutsche Postbank AG,Cable & Wireless Communications Ltd/Old,Safran UK Ltd,CEMEX Investments Ltd,Nobel Biocare Holding AG,bwin Interactive Entertainment AG,Banca Antonveneta SpA/Old,Euronext NV,Skandia Forsakrings AB,Wilson Bowden Ltd,
2017-10-10,Perrigo Corp DAC,Rexam Ltd,George Wimpey Ltd,IFIL - Investments SpA,Banca Lombarda e Piemontese SpA,Safeway Ltd,Carphone Warehouse Group PLC\Old,Corus Group Ltd,Almanij NV,Invensys Ltd,Ascential Group Ltd,Home Retail Group Ltd,Bradford & Bingley PLC,Friends Life FPG Ltd,Biffa PLC,Technip SA,Kaupthing ehf,Altana AG,Glitnir HoldCo ehf,OP Corporate Bank plc,Petroplus Holdings AG,Union Fenosa SA,WH Smith PLC/Old,Wanadoo SA,Merck Serono SA,Banca Popolare di Milano Scarl,Wella AG,Charter International Ltd,Rio Tinto France SAS,SSL International PLC,Kelda Group Ltd,Somerfield Ltd,Wilson Bowden Ltd,Alstom SA,Skandia Forsakrings AB,Banca Italease SpA,Immoeast AG,Lottomatica SpA,Global PVQ SE,Banca Popolare di Lodi SpA,ArcelorMittal.1,Euronext NV,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Fideuram - Intesa Sanpaolo Private Banki,Klakki EHF,AWG Parent Co Ltd,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Edison SpA,Neuf Cegetel SA,Rolls-Royce Power Systems AG,Cie Nationale a Portefeuille/Old,Mediolanum SpA,Banco de Valencia SA,Allianz SpA,Imperial Chemical Industries Ltd,Expro International Group Ltd,Oriflame Cosmetics SA,
2017-10-19,Canary Wharf Group PLC,Kelda Group Ltd,Kidde PLC,Euronext NV,Skandia Forsakrings AB,TNT Express BV,Parmalat Finanziaria SpA,Pirelli SpA,Banco Popolare SC,Deutsche Boerse AG.1,Metrovacesa SA/Old,Kone OYJ/Old,Union Fenosa SA,Invensys Ltd,Rexam Ltd,Solvay France SA.1,Banca Lombarda e Piemontese SpA,Safeway Ltd,First Choice Holidays PLC,Business Objects SA,Kabel Deutschland Holding AG,Almanij NV,Rio Tinto France SAS,Pilkington Group Ltd,Klakki EHF,Banca Popolare di Bergamo SpA,Cie Nationale a Portefeuille/Old,Gates Worldwide Ltd,Pearl Group Holdings No 1 Ltd,Essar Energy Ltd,Tele Atlas Survey BV,Premier Farnell Ltd,Fiat SpA,Solvay France SA,Fabege AB/Old,Zeltia SA,Maxeda BV,TUI Travel Ltd,Fiat Industrial SpA,Italgas Hellas SpA,Fresenius SE & Co KGaA.1,Autonomy Corp Ltd,Merck Serono SA,Enel Green Power SpA,Irish Bank Resolution Corp Ltd/Old,Ascential Group Ltd,Schwarz Pharma AG,Kaupthing ehf,Oak 1753 BV,Biffa PLC,Home Retail Group Ltd,CFAO SA,Orion OYJ/Old,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Northern Foods Ltd,
2017-10-30,Banco de Valencia SA,APRR SA,Celanese GmbH,Expro International Group Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Allianz France SA,Oriflame Cosmetics SA,Fresenius SE & Co KGaA,Autoroutes du Sud de la France SA,Rexel Holding Netherlands BV,Danone Baby and Medical Nutrition BV,Zimmer Schweiz Holdings GmbH,Banca Monte dei Paschi di Siena SpA,Dana Petroleum Ltd,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Brisa Auto-Estradas de Portugal SA,SRH NV,Prosafe Production Public Ltd,Babcock Southern Holdings Ltd,SSL International PLC,Rolls-Royce Power Systems AG,Neuf Cegetel SA,Autonomy Corp Ltd,TUI Travel Ltd,Cable & Wireless Communications Ltd/Old,Tele Atlas Survey BV,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,Cie Nationale a Portefeuille/Old,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,Klakki EHF,BPB Ltd,Peninsular & Oriental Steam Navigation C,Perrigo Corp DAC,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco Espirito Santo SA,Grupo Dragados SA,Sportingbet Ltd,Eurasian Natural Resources Corp Ltd,Gemalto NV,Union Fenosa SA,Invensys Ltd,Rexam Ltd,BKW Energie AG,Invik & Co AB,Banca Lombarda e Piemontese SpA,-1.1581764649981054
2017-11-08,Crucell NV,DEPFA Bank PLC,Royal Imtech NV,Manitowoc Group UK Ltd,Gambro AB,Chubb PLC,Chilcott UK Ltd,Dentsu Aegis Network Ltd,Imperial Energy Corp PLC,Wellstream Holdings Ltd,Mediolanum SpA,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Nutreco NV,Alapis Holding Industrial & Commercial S,Coca Cola Hellenic Bottling Co SA,Group 4 Falck A/S,Catlin Group Ltd,Technip SA,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Banca Popolare di Milano Scarl,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Intercell AG,Aggregate Industries Holdings Ltd,Nex International Ltd,Banca Popolare Commercio e Industria SpA,Rolls-Royce Power Systems AG,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Expro International Group Ltd,Business Objects SA,Kone OYJ/Old,Oriflame Cosmetics SA,Metrovacesa SA/Old,Pirelli SpA,Babcock Southern Holdings Ltd,Parmalat Finanziaria SpA,Dragon Oil PLC,Dana Petroleum Ltd,Pilkington Group Ltd,SRH NV,Maxeda BV,Zeltia SA,Fabege AB/Old,Solvay France SA,Premier Farnell Ltd,Prosafe Production Public Ltd,Pearl Group Holdings No 1 Ltd,Eurasian Natural Resources Corp Ltd,Iberdrola Renovables SA,Gemalto NV,
2017-11-17,WH Smith PLC/Old,Zeltia SA,Fabege AB/Old,Solvay France SA,Premier Farnell Ltd,Pearl Group Holdings No 1 Ltd,Viridian Group Ltd,Banca Popolare Commercio e Industria SpA,Essar Energy Ltd,Nex International Ltd,DEPFA Bank PLC,Fiat Industrial SpA,Fresenius SE & Co KGaA.1,Gambro AB,Maxeda BV,Chubb PLC,Dentsu Aegis Network Ltd,Enel Green Power SpA,Kabel Deutschland Holding AG,TNT Express BV,Mediolanum SpA,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Coca Cola Hellenic Bottling Co SA,Deutsche Boerse AG.1,Group 4 Falck A/S,Technip SA,Corus Group Ltd,George Wimpey Ltd,Chilcott UK Ltd,Pilkington Group Ltd,Kidde PLC,Parmalat Finanziaria SpA,Rexel Holding Netherlands BV,Fresenius SE & Co KGaA,Celanese GmbH,SSL International PLC,Perrigo Corp DAC,Vodafone Portugal-Comunicacoes Pessoais,First Active PLC,Centros Comerciales Carrefour SA,SVF Holdco UK Ltd,Iberia Lineas Aereas de Espana SA Operad,DCC PLC,Duelguide Holdings Ltd,Vita Group UnLtd,Brush Holdings Ltd,G4S Holdings 102 UK Ltd,Orion OYJ/Old,Centrica Production Ltd,Arriva PLC,Vedior NV,Crucell NV,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Business Objects SA,Cable & Wireless Worldwide Ltd,Kone OYJ/Old,
2017-11-28,First Active PLC,Bwin Party Digital Entertainment PLC,Almanij NV,Ascential Group Ltd,Stork BV/Old,WH Smith PLC/Old,Bradford & Bingley PLC,Friends Life FPG Ltd,Nobel Biocare Holding AG.1,Italcementi SpA,Friends Life Group Ltd,Altana AG,Rautaruukki OYJ,Burren Energy PLC,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Banca Popolare di Lodi SpA,Safeway Ltd,Banca Lombarda e Piemontese SpA,Alstom SA,Carlton Communications Ltd,Kelda Group Ltd,Centros Comerciales Carrefour SA,Euronext NV,Aggregate Industries Holdings Ltd,Skandia Forsakrings AB,Cattles Ltd,Inmobiliaria Colonial SA/Old,Boehler-Uddeholm AG,bwin Interactive Entertainment AG,Royal P&O Nedlloyd NV,Wanadoo SA,Banca Popolare di Milano Scarl,Invik & Co AB,Union Fenosa SA,Invensys Ltd,Rexam Ltd,Wella AG,Northern Foods Ltd,Fadesa Inmobiliaria SA,Unibail-Rodamco SE,George Wimpey Ltd,Prisa Television SAU,Fideuram - Intesa Sanpaolo Private Banki,Global PVQ SE,ArcelorMittal.1,Polyus Gold International Ltd,Ziggo Holding BV,AWG Parent Co Ltd,Allianz SpA,Banca Popolare di Verona - S.Geminiano e,Imperial Chemical Industries Ltd,Mediolanum SpA,Luminar Group Holdings PLC,Des Galeries Lafayette SA,Landmark Mortgages Ltd,Dixons Retail Group Ltd,IFIL - Investments SpA,
2017-12-07,OCE Holding BV,Betfair Group Ltd,Van der Moolen Holding NV,Iaws Group Ltd,Generali Deutschland Holding AG,Union Fenosa SA,Invensys Ltd,Rexam Ltd,Aurea Concesiones de Infraestructuras SA,Rexel Holding Netherlands BV,Banca Lombarda e Piemontese SpA,Fineco SpA,Woolworths Group PLC,Almanij NV,Ascential Group Ltd,Buderus AG,Scania AB,Bradford & Bingley PLC,Friends Life FPG Ltd,Safeway Ltd,SIG Combibloc Group AG,Fresenius SE & Co KGaA,Skandia Forsakrings AB,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,DCC PLC,Iberia Lineas Aereas de Espana SA Operad,SVF Holdco UK Ltd,Italgas Hellas SpA,Celanese GmbH,Centros Comerciales Carrefour SA,Merck Serono SA,Vodafone Portugal-Comunicacoes Pessoais,Regus PLC,Perrigo Corp DAC,Rio Tinto France SAS,Kelda Group Ltd,Euronext NV,SSL International PLC,First Active PLC,Tandberg AS,Altana AG,British Land Fund Management Ltd,Benetton Group SpA,Equant NV,Epcos AG,Des Galeries Lafayette SA,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Luminar Group Holdings PLC,Rexel SA/Old,Koninklijke Volker Wessels Stevin NV,Prisa Television SAU,Amadeus IT Group SA/Spain,Brit Insurance Holdings BV,Debenhams PLC/Old,Allianz SpA,Imperial Chemical Industries Ltd,
2017-12-18,Euronext NV,Tullett Prebon Group Holdings PLC,Banco Espirito Santo SA,Banco de Valencia SA,Danone Baby and Medical Nutrition BV,Darty Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Edison SpA,Allianz France SA,Pirelli & C SpA,Banca Nazionale del Lavoro SpA,Hibu plc,CFAO SA,Oak 1753 BV,Zimmer Schweiz Holdings GmbH,Telent Ltd,Grafton Group PLC,Synthes Inc,Colt Group SA,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Autoroutes du Sud de la France SA,Logica Ltd,Signet Jewelers Ltd,Evonik Degussa GmbH,Xstrata Ltd,Ziggo Holding BV,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Brit Insurance Holdings BV,Italcementi SpA,MS Amlin PLC,Cable & Wireless Communications Ltd/Old,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Associated British Ports Holdings Ltd,Cosmote Mobile Telecommunications SA,Somerfield Ltd,Brisa Auto-Estradas de Portugal SA,Skandia Forsakrings AB,Deutsche Postbank AG,Safran UK Ltd,Synthes Inc.1,Telecity Group Ltd,Union Fenosa SA,
2017-12-27,Banca Lombarda e Piemontese SpA,Allianz France SA,Luminar Group Holdings PLC,Rexel SA/Old,Autoroutes du Sud de la France SA,Prisa Television SAU,CFAO SA,Getronics BV,Zimmer Schweiz Holdings GmbH,Amadeus IT Group SA/Spain,Oak 1753 BV,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Brisa Auto-Estradas de Portugal SA,Deutsche Boerse AG.2,Brit Insurance Holdings BV,Grupo Dragados SA,Italcementi SpA,MS Amlin PLC,SCOR Holding Switzerland AG,Instrumentarium OYJ,Des Galeries Lafayette SA,Danone Baby and Medical Nutrition BV,Koninklijke Volker Wessels Stevin NV,Polyus Gold International Ltd,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,Ziggo Holding BV,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,GSW Immobilien AG,DuPont Nutrition Biosciences ApS,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Benetton Group SpA,Banco Espirito Santo SA,Equant NV,Epcos AG,Gjensidige NOR ASA,Irish Bank Resolution Corp Ltd/Old,Tullett Prebon Group Holdings PLC,Banca Popolare di Bergamo SpA,OCE Holding BV,Safeway Ltd,Industriforvaltnings AB Kinnevik,Almanij NV,Ascential Group Ltd,Bradford & Bingley PLC,Friends Life FPG Ltd,Corporate Express NV,
2018-01-05,Boehler-Uddeholm AG,Italcementi SpA,MS Amlin PLC,Autonomy Corp Ltd,Tullett Prebon Group Holdings PLC,Cable & Wireless Communications Ltd/Old,Banco de Valencia SA,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,D/S 1912,International Power Ltd,Deutsche Boerse AG.1,Canary Wharf Group PLC,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco Espirito Santo SA,Telecity Group Ltd,Danone Baby and Medical Nutrition BV,Corio NV,Banco Popolare SC,BIP Industries Ltd,Finastra Group Holdings Ltd,Banca Popolare di Milano Scarl,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Fiat Industrial SpA,Nobel Biocare Holding AG,Fresenius SE & Co KGaA.1,Enel Green Power SpA,Terra Networks SA,Kabel Deutschland Holding AG,Grupo Ferrovial SA,TNT Express BV,Burren Energy PLC,Brit Insurance Holdings BV,Celltech Group Ltd,TUI Travel Ltd,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Debenhams PLC/Old,Darty Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Italgas Hellas SpA,Ziggo Holding BV,Merck Serono SA,
2018-01-16,Expro International Group Ltd,Fastweb SpA,Cable & Wireless Communications Ltd/Old,Micronas Semiconductor Holding AG,Delhaize Group SCA,Alliance UniChem PLC,EMI Group Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Corio NV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,Fresenius SE & Co KGaA.1,BPB Ltd,Peninsular & Oriental Steam Navigation C,Industriforvaltnings AB Kinnevik,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Fiat Industrial SpA,Banco Espirito Santo SA,Danone Baby and Medical Nutrition BV,UniCredit Bank Austria AG,TUI AG.1,Hypo Real Estate Holding GmbH,GAGFAH SA,Nobel Biocare Holding AG,Edison SpA,Pirelli & C SpA,Debenhams PLC/Old,Grupo Ferrovial SA,Altice SA,Hibu plc,Telent Ltd,Celltech Group Ltd,Grafton Group PLC,Colt Group SA,Corporate Express NV,T-Online International AG,Cosmote Mobile Telecommunications SA,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,Somerfield Ltd,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Northumbrian Water Group Ltd,Kabel Deutschland Holding AG,Enel Green Power SpA,Xstrata Ltd,Laser Holdings Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Italgas Hellas SpA,Crucell NV,Merck Serono SA,Rio Tinto France SAS,
2018-01-25,AWG Parent Co Ltd,Synthes Inc,RAC Group Ltd,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Fiat Industrial SpA,Brisa Auto-Estradas de Portugal SA,Global Radio Ltd,Finaxa,Jarvis PLC,Grupo Dragados SA,Matalan Ltd,Essar Energy Ltd,GAGFAH SA,Irish Bank Resolution Corp Ltd/Old,TUI AG.1,Banca Popolare di Bergamo SpA,HMV Group PLC,Gates Worldwide Ltd,La Fondiaria Assicurazioni SpA,Fresenius SE & Co KGaA.1,Fiat SpA,Altice SA,Bulgari SpA,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Signet Jewelers Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Kabel Deutschland Holding AG,Banco Espirito Santo SA,Enel Green Power SpA,Scania AB,SIG Combibloc Group AG,Danone Baby and Medical Nutrition BV,Orange Participations UK Ltd,Tandberg AS,British Land Fund Management Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Brixton Ltd,Algeta ASA,Allianz France SA,Autoroutes du Sud de la France SA,Novar Ltd,Zimmer Schweiz Holdings GmbH,BPB Ltd,Selfridges & Co Ltd,Koninklijke Volker Wessels Stevin NV,Metrovacesa SA/Old,Bradford & Bingley PLC,Friends Life FPG Ltd,Centrica Production Ltd,Brit Insurance Holdings BV,Altana AG,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,
