Date,Title,alpha,alpha_significance,beta,absolute_returns,specific_risk,systematic_risk,r2
2013-09-20,National_Bank_of_Greece_SA,-0.008837476011167652,0.17567174136929017,2.6783711814159528,-1.3512564526994302,0.0868005309144271,1.7918736022978186,0.05947433071976105
2013-09-20,Clariant_AG,0.0011642811268549728,0.2513188438386311,0.40878570255700414,0.24612258395507558,0.013509268176989693,0.041740460893513576,0.057325973324226065
2013-09-20,Clariant_AG.1,0.0011642811268549728,0.2513188438386311,0.40878570255700414,0.24612258395507558,0.013509268176989693,0.041740460893513576,0.057325973324226065
2013-09-20,AIXTRON_SE,0.0017511128218763213,0.336086418881678,0.7043308480008657,0.3781787528739393,0.02424410375007688,0.12391368270786753,0.0530783420155615
2013-09-20,LafargeHolcim_Ltd.1,-0.0002550618076244362,0.804525985539676,0.3751553737806606,-0.012366233625535461,0.01374179240840794,0.035155087895525766,0.047164543219732624
2013-09-20,LafargeHolcim_Ltd,-0.0002550618076244362,0.804525985539676,0.3751553737806606,-0.012366233625535461,0.01374179240840794,0.035155087895525766,0.047164543219732624
2013-09-20,Sonova_Holding_AG,0.00024860237215640633,0.801308267203049,0.3553705984642217,0.0765242433262392,0.013172315237993882,0.03154487653759815,0.04611041285059769
2013-09-20,Sonova_Holding_AG.1,0.00024860237215640633,0.801308267203049,0.3553705984642217,0.0765242433262392,0.013172315237993882,0.03154487653759815,0.04611041285059769
2013-09-20,MorphoSys_AG,0.003407774993346039,0.05999584386671175,0.6312139835438454,0.6698401264113274,0.024041208452206805,0.09952199368248348,0.04377853938331211
2013-09-20,ABB_Ltd,0.00040075119043201746,0.6275710092853752,0.28652814481086714,0.09775541399194765,0.011011745555272585,0.020506919205745346,0.04303107752609814
2013-09-20,ABB_Ltd.1,0.00040075119043201746,0.6275710092853752,0.28652814481086714,0.09775541399194765,0.011011745555272585,0.020506919205745346,0.04303107752609814
2013-09-20,EMS-Chemie_Holding_AG.1,0.001866508039947732,0.04175426742581092,0.31205227621384235,0.3638739125597157,0.012154053233683189,0.02432319123118892,0.04194359642049306
2013-09-20,EMS-Chemie_Holding_AG,0.001866508039947732,0.04175426742581092,0.31205227621384235,0.3638739125597157,0.012154053233683189,0.02432319123118892,0.04194359642049306
2013-09-20,Wienerberger_AG,0.0028996644234465354,0.05466756986666199,0.5079499915206814,0.567358451098205,0.020019074366019626,0.06444774994137792,0.04100460181574306
2013-09-20,Generali_Deutschland_Holding_AG,0.0022344104267894216,0.012205663834239945,0.2962172376028325,0.42868043642753406,0.01178435885780739,0.021917272121442156,0.040273410665872644
2013-09-20,AVEVA_Group_PLC,2.841237769124873e-06,0.9982280909814962,0.41898836870658956,0.03797568548464003,0.017061052609083707,0.04385001825691386,0.03851219027504227
2013-09-20,Italcementi_SpA,0.0010251605340272584,0.5593978112496016,0.5681744420125187,0.23533278028248117,0.02340813704312993,0.08063604766036297,0.037654997868259765
2013-09-20,Rockwool_International_A/S,0.0019264716989046138,0.032442235271850424,0.28810162510517956,0.3725257998261666,0.011933426733002456,0.020732766699108004,0.03726738380660777
2013-09-20,Bourbon_Corp,-3.197823406448166e-05,0.9810196798887132,0.4287654340659668,0.03258240660066125,0.017924607458987496,0.04592036987286054,0.03661038798996885
2013-09-20,Danone_SA,0.0008202464128115671,0.3895242831253237,-0.2928258126114035,0.12146104234723554,0.012698442854279504,0.02141827838161968,0.034111962880263524
2013-09-20,Autoliv_Inc,0.001303493304597933,0.18816667400667358,0.30275930350298547,0.261700319777451,0.013176069951791528,0.022896064486036833,0.03387796729255399
2013-09-20,Suedzucker_AG,-0.0017237564218641837,0.18864739087180343,-0.3973881034475953,-0.34580900936986003,0.01744326439628374,0.03944532764165225,0.03332104450298157
2013-09-20,Singulus_Technologies_AG,1.1054171974942458e-05,0.995566205881323,0.6035612256856349,0.05595777965302329,0.02652701978736172,0.09099310989412995,0.033238930476788164
2013-09-20,Mediaset_Espana_Comunicacion_SA,0.0022362741214315184,0.14260799534677918,0.45398615466372183,0.4431229664652554,0.020278304728614638,0.05148148445481394,0.032215346307130965
2013-09-20,Geberit_AG.1,0.0006763021827819896,0.43739086005673145,0.2568845974778916,0.1447039852778902,0.011603013085337743,0.0164832169611986,0.031527111354801574
2013-09-20,Geberit_AG,0.0006763021827819896,0.43739086005673145,0.2568845974778916,0.1447039852778902,0.011603013085337743,0.0164832169611986,0.031527111354801574
2013-09-20,Eurofins_Scientific_SE,0.0020542432383850854,0.12531606936716755,0.39318422410081216,0.40492074228089425,0.01781220987625108,0.03861517549287618,0.03134636737147034
2013-09-20,Zurich_Insurance_Group_AG.1,-0.00038784715021834463,0.6116446044528713,0.22445289173221286,-0.04974280796326802,0.01018292221134604,0.01258392886537701,0.03125902124231772
2013-09-20,Zurich_Insurance_Group_AG,-0.00038784715021834463,0.6116446044528713,0.22445289173221286,-0.04974280796326802,0.01018292221134604,0.01258392886537701,0.03125902124231772
2013-09-20,AGFA-Gevaert_NV,0.0008465059140181396,0.6283433332147568,0.5018804691851774,0.1972472070106303,0.02331242992478379,0.0629167723809533,0.029862151750745025
2013-09-20,MLP_SE,-0.0002282145069605351,0.856559017339033,0.36055810700383784,-0.008838948667204471,0.016835664143374007,0.032472548530848515,0.029561085212173044
2013-09-20,TDC_A/S,0.0008612023334622994,0.29853046610827544,0.23335345257048068,0.17588195161975761,0.011030164927978314,0.013601734907231964,0.02886723598059837
2013-09-20,CEZ_AS,-0.0023000153625082767,0.04454268233391145,0.3181543828507604,-0.385554673934108,0.015180633777553824,0.02528376036076372,0.02834460614047052
