Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2016-04-28,National Bank of Greece SA,Vallourec SA,Premier Oil PLC,Public Power Corp SA,Solocal Group,Eramet,EFG International AG,OPAP SA,Eurobank Ergasias SA,CGG SA,REC Silicon ASA,Prosafe SE,Akastor ASA,Etablissements Maurel et Prom,Coca-Cola HBC AG,Ubisoft Entertainment SA,Eniro AB,Meda AB,Permanent TSB Group Holdings PLC,Lonmin PLC,Ophir Energy PLC,Solarworld AG,Oxurion NV,Fingerprint Cards AB,D/S Norden A/S,Saipem SpA,Zodiac Aerospace,Chemring Group PLC,Singulus Technologies AG,Darty Ltd,Delta Lloyd NV,Piraeus Bank SA,Marfin Investment Group Holdings SA,Basilea Pharmaceutica AG,Imagination Technologies Group PLC,Sports Direct International PLC,Aker Solutions ASA,Petroleum Geo-Services ASA,Elis SA,Norske Skogindustrier ASA,FLSmidth & Co A/S,Bourbon Corp,Sacyr SA,Neopost SA,Powszechny Zaklad Ubezpieczen SA,AVEVA Group PLC,Konecranes OYJ,DiaSorin SpA,Cable & Wireless Communications Ltd/Old,Arcandor AG,PZ Cussons PLC,RCS MediaGroup SpA,Abengoa SA,EI Group PLC,Aryzta AG,Aryzta AG.1,Arnoldo Mondadori Editore SpA,Cargotec Oyj,Nyrstar NV,International Personal Finance PLC,0.03771849239021816
2016-05-09,National Bank of Greece SA,Vallourec SA,Premier Oil PLC,Solocal Group,Eurobank Ergasias SA,Eramet,Eniro AB,Public Power Corp SA,EFG International AG,Fingerprint Cards AB,CGG SA,Lonmin PLC,OPAP SA,Prosafe SE,Etablissements Maurel et Prom,Meda AB,Akastor ASA,Ubisoft Entertainment SA,Permanent TSB Group Holdings PLC,REC Silicon ASA,Ophir Energy PLC,Solarworld AG,Oxurion NV,Saipem SpA,Zodiac Aerospace,Piraeus Bank SA,Darty Ltd,Pharol SGPS SA,Delta Lloyd NV,Coca-Cola HBC AG,Basilea Pharmaceutica AG,D/S Norden A/S,Petroleum Geo-Services ASA,Aker Solutions ASA,Singulus Technologies AG,Chemring Group PLC,Powszechny Zaklad Ubezpieczen SA,FLSmidth & Co A/S,Imagination Technologies Group PLC,Sports Direct International PLC,Norske Skogindustrier ASA,Neopost SA,Marfin Investment Group Holdings SA,Elis SA,Sacyr SA,RCS MediaGroup SpA,Tullow Oil PLC,Seadrill Ltd/old,Bourbon Corp,AVEVA Group PLC,Konecranes OYJ,Cargotec Oyj,AIXTRON SE,Abengoa SA,DiaSorin SpA,PZ Cussons PLC,Punch Taverns Ltd,Rexel SA,De La Rue PLC,EI Group PLC,-0.056797666580489646
2016-05-18,National Bank of Greece SA,Vallourec SA,Solocal Group,Fingerprint Cards AB,Premier Oil PLC,Lonmin PLC,Eurobank Ergasias SA,Eramet,Abengoa SA,CGG SA,Solarworld AG,OPAP SA,Eniro AB,EFG International AG,Akastor ASA,Ophir Energy PLC,Etablissements Maurel et Prom,Public Power Corp SA,Meda AB,Norske Skogindustrier ASA,Piraeus Bank SA,Siltronic AG,Zodiac Aerospace,Permanent TSB Group Holdings PLC,Ubisoft Entertainment SA,Prosafe SE,Basilea Pharmaceutica AG,Singulus Technologies AG,Petroleum Geo-Services ASA,Saipem SpA,Sports Direct International PLC,Marfin Investment Group Holdings SA,Pharol SGPS SA,REC Silicon ASA,Sacyr SA,Arcandor AG,Bourbon Corp,Darty Ltd,D/S Norden A/S,CIMPOR Cimentos de Portugal SGPS SA,Neopost SA,Hellenic Telecommunications Organization,Powszechny Zaklad Ubezpieczen SA,Delta Lloyd NV,RCS MediaGroup SpA,Coca-Cola HBC AG,Galapagos NV,International Personal Finance PLC,ALTICE EUROPE NV,Konecranes OYJ,PZ Cussons PLC,Chemring Group PLC,Outotec OYJ,KGHM Polska Miedz SA,Alpha Bank AE,Saras SpA,Leoni AG,Cable & Wireless Communications Ltd/Old,Cairn Energy PLC,Fortum OYJ,0.021983427125874876
2016-05-27,National Bank of Greece SA,Vallourec SA,Abengoa SA,Solocal Group,Eurobank Ergasias SA,Premier Oil PLC,Eramet,Lonmin PLC,Fingerprint Cards AB,CGG SA,OPAP SA,Eniro AB,Solarworld AG,Akastor ASA,EFG International AG,Piraeus Bank SA,Ophir Energy PLC,Meda AB,Norske Skogindustrier ASA,Public Power Corp SA,Etablissements Maurel et Prom,Siltronic AG,Zodiac Aerospace,Marfin Investment Group Holdings SA,Arcandor AG,Vedanta Resources PLC,REC Silicon ASA,Sacyr SA,Prosafe SE,Ubisoft Entertainment SA,Singulus Technologies AG,Basilea Pharmaceutica AG,Petroleum Geo-Services ASA,Permanent TSB Group Holdings PLC,Sports Direct International PLC,Royal Imtech NV,Saipem SpA,CIMPOR Cimentos de Portugal SGPS SA,RCS MediaGroup SpA,Pharol SGPS SA,ALTICE EUROPE NV,KGHM Polska Miedz SA,Coca-Cola HBC AG,International Personal Finance PLC,Konecranes OYJ,Bourbon Corp,D/S Norden A/S,Alpha Bank AE,Powszechny Zaklad Ubezpieczen SA,Leoni AG,Outotec OYJ,Darty Ltd,Delta Lloyd NV,Chemring Group PLC,Galapagos NV,Hellenic Telecommunications Organization,Cable & Wireless Communications Ltd/Old,PZ Cussons PLC,Fortum OYJ,Meyer Burger Technology AG,0.03431983301058762
2016-06-07,National Bank of Greece SA,Vallourec SA,Solocal Group,Abengoa SA,Premier Oil PLC,Lonmin PLC,Fingerprint Cards AB,Eramet,Singulus Technologies AG,CGG SA,Eurobank Ergasias SA,Eniro AB,Public Power Corp SA,OPAP SA,Etablissements Maurel et Prom,EFG International AG,Akastor ASA,Norske Skogindustrier ASA,Zodiac Aerospace,Solarworld AG,Meda AB,Petroleum Geo-Services ASA,Prosafe SE,Ophir Energy PLC,Vedanta Resources PLC,Piraeus Bank SA,Sacyr SA,Siltronic AG,Basilea Pharmaceutica AG,Marfin Investment Group Holdings SA,RCS MediaGroup SpA,Permanent TSB Group Holdings PLC,Pharol SGPS SA,Ubisoft Entertainment SA,Konecranes OYJ,Saipem SpA,Bourbon Corp,Sports Direct International PLC,Leoni AG,CIMPOR Cimentos de Portugal SGPS SA,Delta Lloyd NV,Arcandor AG,International Personal Finance PLC,ALTICE EUROPE NV,D/S Norden A/S,REC Silicon ASA,Royal Imtech NV,Meyer Burger Technology AG,Coca-Cola HBC AG,De La Rue PLC,Galapagos NV,Outotec OYJ,KGHM Polska Miedz SA,AVEVA Group PLC,PZ Cussons PLC,Powszechny Zaklad Ubezpieczen SA,Cable & Wireless Communications Ltd/Old,Darty Ltd,Chemring Group PLC,AIXTRON SE,-0.04371002924489835
2016-06-16,National Bank of Greece SA,Vallourec SA,Abengoa SA,Lonmin PLC,Premier Oil PLC,Fingerprint Cards AB,Singulus Technologies AG,Eurobank Ergasias SA,Solocal Group,Eramet,CGG SA,Eniro AB,Public Power Corp SA,Solarworld AG,Piraeus Bank SA,Norske Skogindustrier ASA,EFG International AG,Meda AB,Petroleum Geo-Services ASA,OPAP SA,Etablissements Maurel et Prom,Prosafe SE,Vedanta Resources PLC,Delta Lloyd NV,Basilea Pharmaceutica AG,RCS MediaGroup SpA,Akastor ASA,Permanent TSB Group Holdings PLC,Sacyr SA,Marfin Investment Group Holdings SA,Bourbon Corp,Ubisoft Entertainment SA,Siltronic AG,Ophir Energy PLC,Pharol SGPS SA,Zodiac Aerospace,CIMPOR Cimentos de Portugal SGPS SA,Sports Direct International PLC,Alpha Bank AE,Konecranes OYJ,MorphoSys AG,Coca-Cola HBC AG,International Personal Finance PLC,Saipem SpA,AVEVA Group PLC,ALTICE EUROPE NV,KGHM Polska Miedz SA,Outotec OYJ,Banco Comercial Portugues SA,D/S Norden A/S,Meyer Burger Technology AG,De La Rue PLC,Casino Guichard Perrachon SA,AIXTRON SE,PZ Cussons PLC,Arcandor AG,Genmab A/S,Leoni AG,Natixis SA,Cable & Wireless Communications Ltd/Old,-0.09148292687042528
2016-06-27,National Bank of Greece SA,Vallourec SA,Abengoa SA,Fingerprint Cards AB,Premier Oil PLC,Royal Imtech NV,Eurobank Ergasias SA,Eramet,Piraeus Bank SA,CGG SA,Eniro AB,Singulus Technologies AG,Lonmin PLC,Solarworld AG,Public Power Corp SA,Marfin Investment Group Holdings SA,EFG International AG,Delta Lloyd NV,Petroleum Geo-Services ASA,Solocal Group,OPAP SA,Permanent TSB Group Holdings PLC,RCS MediaGroup SpA,Alpha Bank AE,Prosafe SE,Basilea Pharmaceutica AG,Meda AB,Sacyr SA,MorphoSys AG,Vedanta Resources PLC,Etablissements Maurel et Prom,Bourbon Corp,Saipem SpA,Norske Skogindustrier ASA,Sports Direct International PLC,Ophir Energy PLC,D/S Norden A/S,Siltronic AG,CIMPOR Cimentos de Portugal SGPS SA,Neopost SA,Hellenic Telecommunications Organization,Coca-Cola HBC AG,Zodiac Aerospace,Konecranes OYJ,Akastor ASA,International Personal Finance PLC,AIXTRON SE,Meyer Burger Technology AG,Casino Guichard Perrachon SA,De La Rue PLC,Leoni AG,KGHM Polska Miedz SA,Genmab A/S,AVEVA Group PLC,Ubisoft Entertainment SA,ALTICE EUROPE NV,Banca Carige SpA,GAM Holding AG,Darty Ltd,Pharol SGPS SA,-0.03924066983732763
2016-07-06,National Bank of Greece SA,Abengoa SA,Vallourec SA,Fingerprint Cards AB,Royal Imtech NV,Premier Oil PLC,Eurobank Ergasias SA,Eniro AB,Piraeus Bank SA,CGG SA,Lonmin PLC,Eramet,Solarworld AG,RCS MediaGroup SpA,EFG International AG,Meda AB,Public Power Corp SA,Solocal Group,OPAP SA,Bourbon Corp,Singulus Technologies AG,Delta Lloyd NV,Saipem SpA,Petroleum Geo-Services ASA,Basilea Pharmaceutica AG,Alpha Bank AE,Permanent TSB Group Holdings PLC,Vedanta Resources PLC,Siltronic AG,Marfin Investment Group Holdings SA,Coca-Cola HBC AG,AIXTRON SE,MorphoSys AG,D/S Norden A/S,Hellenic Telecommunications Organization,CIMPOR Cimentos de Portugal SGPS SA,Neopost SA,Etablissements Maurel et Prom,AVEVA Group PLC,Zodiac Aerospace,Konecranes OYJ,Ophir Energy PLC,ALTICE EUROPE NV,Sacyr SA,Norske Skogindustrier ASA,Ubisoft Entertainment SA,Sports Direct International PLC,Meyer Burger Technology AG,Casino Guichard Perrachon SA,Outotec OYJ,Kenmare Resources PLC,KGHM Polska Miedz SA,Powszechny Zaklad Ubezpieczen SA,GAM Holding AG,Sartorius Stedim Biotech,Akastor ASA,PZ Cussons PLC,Pharol SGPS SA,Prosafe SE,Darty Ltd,-0.024943017376856252
2016-07-15,Royal Imtech NV,Abengoa SA,Vallourec SA,Premier Oil PLC,Fingerprint Cards AB,Eurobank Ergasias SA,National Bank of Greece SA,Lonmin PLC,Permanent TSB Group Holdings PLC,Solocal Group,CGG SA,Eramet,Delta Lloyd NV,EFG International AG,GAM Holding AG,Vedanta Resources PLC,Solarworld AG,Prosafe SE,Eniro AB,Neopost SA,Metsa Board OYJ,Basilea Pharmaceutica AG,International Personal Finance PLC,Petroleum Geo-Services ASA,Bourbon Corp,Konecranes OYJ,Balfour Beatty PLC,Saipem SpA,Ophir Energy PLC,Rexel SA,Outotec OYJ,Piraeus Bank SA,Sports Direct International PLC,Hunting PLC,Etablissements Maurel et Prom,Public Power Corp SA,Meda AB,D/S Norden A/S,Vesuvius PLC,Imagination Technologies Group PLC,Alpha Bank AE,easyJet PLC,AVEVA Group PLC,Pagegroup PLC,JM AB,Siltronic AG,Aker Solutions ASA,AIXTRON SE,Leoni AG,ALTICE EUROPE NV,K+S AG,Marfin Investment Group Holdings SA,Hays PLC,UPM-Kymmene OYJ,Akastor ASA,MorphoSys AG,Zodiac Aerospace,Cargotec Oyj,Norske Skogindustrier ASA,Ryanair Holdings PLC,0.09982538418296429
2016-07-26,Royal Imtech NV,Abengoa SA,Vallourec SA,Premier Oil PLC,Eurobank Ergasias SA,National Bank of Greece SA,Permanent TSB Group Holdings PLC,Lonmin PLC,Solocal Group,Eramet,CGG SA,Delta Lloyd NV,Fingerprint Cards AB,EFG International AG,Vedanta Resources PLC,GAM Holding AG,Solarworld AG,Saipem SpA,Piraeus Bank SA,International Personal Finance PLC,Public Power Corp SA,Alpha Bank AE,Balfour Beatty PLC,Hunting PLC,Etablissements Maurel et Prom,Neopost SA,Ophir Energy PLC,Basilea Pharmaceutica AG,Metsa Board OYJ,Rexel SA,Petroleum Geo-Services ASA,Outotec OYJ,Bourbon Corp,Konecranes OYJ,Marfin Investment Group Holdings SA,Vesuvius PLC,Sports Direct International PLC,easyJet PLC,Leoni AG,Pagegroup PLC,Hays PLC,Meda AB,KAZ Minerals PLC,Prosafe SE,AVEVA Group PLC,D/S Norden A/S,Outokumpu OYJ,JM AB,Aker Solutions ASA,AIXTRON SE,Nyrstar NV,K+S AG,Sacyr SA,ALTICE EUROPE NV,Banca Carige SpA,Akastor ASA,Eniro AB,Imagination Technologies Group PLC,Promotora de Informaciones SA,ams AG,-0.017232075492505043
2016-08-04,Royal Imtech NV,Abengoa SA,Vallourec SA,Premier Oil PLC,National Bank of Greece SA,Eurobank Ergasias SA,Permanent TSB Group Holdings PLC,Solocal Group,CGG SA,Lonmin PLC,Eramet,Fingerprint Cards AB,Delta Lloyd NV,EFG International AG,GAM Holding AG,Vedanta Resources PLC,Solarworld AG,Saipem SpA,Petroleum Geo-Services ASA,Public Power Corp SA,International Personal Finance PLC,Balfour Beatty PLC,Rexel SA,Basilea Pharmaceutica AG,Neopost SA,Hunting PLC,Metsa Board OYJ,Prosafe SE,Etablissements Maurel et Prom,Ophir Energy PLC,Leoni AG,Outotec OYJ,Piraeus Bank SA,Konecranes OYJ,Sports Direct International PLC,Marfin Investment Group Holdings SA,Hays PLC,Pagegroup PLC,Bourbon Corp,AVEVA Group PLC,Aker Solutions ASA,D/S Norden A/S,Vesuvius PLC,AIXTRON SE,K+S AG,Meda AB,Outokumpu OYJ,easyJet PLC,Sacyr SA,Banca Carige SpA,Eniro AB,Promotora de Informaciones SA,Evraz PLC,JM AB,Cargotec Oyj,Akastor ASA,ALTICE EUROPE NV,Nyrstar NV,Fugro NV,Alpha Bank AE,-0.0273119433771218
2016-08-15,Royal Imtech NV,Vallourec SA,Premier Oil PLC,Eurobank Ergasias SA,National Bank of Greece SA,Permanent TSB Group Holdings PLC,Abengoa SA,Lonmin PLC,CGG SA,Solocal Group,Eramet,Fingerprint Cards AB,Piraeus Bank SA,GAM Holding AG,EFG International AG,Prosafe SE,Vedanta Resources PLC,Solarworld AG,Delta Lloyd NV,Saipem SpA,Ophir Energy PLC,Petroleum Geo-Services ASA,Balfour Beatty PLC,Basilea Pharmaceutica AG,Metsa Board OYJ,Marfin Investment Group Holdings SA,International Personal Finance PLC,Public Power Corp SA,Neopost SA,Leoni AG,Konecranes OYJ,Sports Direct International PLC,Rexel SA,K+S AG,Promotora de Informaciones SA,Meda AB,AVEVA Group PLC,Aker Solutions ASA,Pagegroup PLC,easyJet PLC,Hays PLC,D/S Norden A/S,Bourbon Corp,Outotec OYJ,Vesuvius PLC,AIXTRON SE,Eniro AB,Outokumpu OYJ,Etablissements Maurel et Prom,Nyrstar NV,ALTICE EUROPE NV,Cargotec Oyj,Hunting PLC,Akastor ASA,Siltronic AG,Johnston Press PLC,Imagination Technologies Group PLC,Kenmare Resources PLC,UPM-Kymmene OYJ,JM AB,0.06091196859543488
2016-08-24,Royal Imtech NV,Vallourec SA,Abengoa SA,Premier Oil PLC,Eurobank Ergasias SA,Permanent TSB Group Holdings PLC,National Bank of Greece SA,CGG SA,Prosafe SE,Lonmin PLC,Fingerprint Cards AB,Solocal Group,Eramet,Piraeus Bank SA,GAM Holding AG,EFG International AG,Vedanta Resources PLC,Solarworld AG,Saipem SpA,Delta Lloyd NV,Petroleum Geo-Services ASA,Balfour Beatty PLC,Metsa Board OYJ,Basilea Pharmaceutica AG,Ophir Energy PLC,International Personal Finance PLC,easyJet PLC,Sports Direct International PLC,Public Power Corp SA,Vesuvius PLC,Leoni AG,K+S AG,Konecranes OYJ,Hays PLC,Pagegroup PLC,Rexel SA,Siltronic AG,Outotec OYJ,Marfin Investment Group Holdings SA,Neopost SA,AVEVA Group PLC,Akastor ASA,Promotora de Informaciones SA,Bourbon Corp,TomTom NV,Meda AB,Aker Solutions ASA,Imagination Technologies Group PLC,Hunting PLC,D/S Norden A/S,Nyrstar NV,Randstad NV,Outokumpu OYJ,Cargotec Oyj,Eniro AB,AIXTRON SE,ABN AMRO Group NV,Etablissements Maurel et Prom,Sacyr SA,ams AG,-0.012456438665754363
2016-09-02,Abengoa SA,Vallourec SA,Premier Oil PLC,Royal Imtech NV,Eurobank Ergasias SA,Permanent TSB Group Holdings PLC,Prosafe SE,CGG SA,Solocal Group,Fingerprint Cards AB,Eramet,GAM Holding AG,EFG International AG,Piraeus Bank SA,National Bank of Greece SA,Solarworld AG,Lonmin PLC,Saipem SpA,Vedanta Resources PLC,Petroleum Geo-Services ASA,Balfour Beatty PLC,Metsa Board OYJ,easyJet PLC,Leoni AG,Delta Lloyd NV,Neopost SA,Sports Direct International PLC,Ophir Energy PLC,Johnston Press PLC,Vesuvius PLC,K+S AG,Pagegroup PLC,Rexel SA,Basilea Pharmaceutica AG,International Personal Finance PLC,Akastor ASA,Hays PLC,Bourbon Corp,Nyrstar NV,Konecranes OYJ,Siltronic AG,Outotec OYJ,Outokumpu OYJ,Meda AB,D/S Norden A/S,Public Power Corp SA,Eniro AB,Alpha Bank AE,TomTom NV,Hunting PLC,Aker Solutions ASA,Randstad NV,Marfin Investment Group Holdings SA,Cargotec Oyj,International Consolidated Airlines Grou,Promotora de Informaciones SA,ABN AMRO Group NV,UPM-Kymmene OYJ,Getlink SE,Etablissements Maurel et Prom,0.010703161480693904
2016-09-13,Royal Imtech NV,Abengoa SA,Premier Oil PLC,Vallourec SA,Eurobank Ergasias SA,Permanent TSB Group Holdings PLC,Prosafe SE,CGG SA,Solocal Group,Fingerprint Cards AB,Eramet,GAM Holding AG,Lonmin PLC,National Bank of Greece SA,Piraeus Bank SA,EFG International AG,Vedanta Resources PLC,Solarworld AG,Saipem SpA,Petroleum Geo-Services ASA,Balfour Beatty PLC,easyJet PLC,Leoni AG,Imagination Technologies Group PLC,Sports Direct International PLC,Akastor ASA,D/S Norden A/S,Rexel SA,Metsa Board OYJ,K+S AG,Outotec OYJ,Vesuvius PLC,Outokumpu OYJ,Pagegroup PLC,Basilea Pharmaceutica AG,Siltronic AG,Delta Lloyd NV,Hays PLC,Aker Solutions ASA,Hunting PLC,Konecranes OYJ,International Personal Finance PLC,Ophir Energy PLC,Meda AB,TomTom NV,Johnston Press PLC,Neopost SA,Bourbon Corp,Alpha Bank AE,Fugro NV,Zodiac Aerospace,Randstad NV,Kenmare Resources PLC,Public Power Corp SA,Eniro AB,Etablissements Maurel et Prom,International Consolidated Airlines Grou,Essentra PLC,Banca Carige SpA,Barratt Developments PLC,-0.014466575341794638
2016-09-22,Royal Imtech NV,Premier Oil PLC,Abengoa SA,Prosafe SE,Vallourec SA,Eurobank Ergasias SA,Permanent TSB Group Holdings PLC,CGG SA,Solocal Group,Fingerprint Cards AB,Lonmin PLC,Eramet,GAM Holding AG,Piraeus Bank SA,EFG International AG,Vedanta Resources PLC,National Bank of Greece SA,Petroleum Geo-Services ASA,Saipem SpA,Solarworld AG,Balfour Beatty PLC,easyJet PLC,Sports Direct International PLC,Leoni AG,Outotec OYJ,Akastor ASA,Hunting PLC,Outokumpu OYJ,Metsa Board OYJ,K+S AG,Vesuvius PLC,Rexel SA,Aker Solutions ASA,Hays PLC,Siltronic AG,D/S Norden A/S,Pagegroup PLC,Delta Lloyd NV,Imagination Technologies Group PLC,Basilea Pharmaceutica AG,Ophir Energy PLC,Fugro NV,Zodiac Aerospace,TomTom NV,International Personal Finance PLC,Johnston Press PLC,Meda AB,Kenmare Resources PLC,Randstad NV,Konecranes OYJ,Eniro AB,Neopost SA,Alpha Bank AE,Bourbon Corp,Public Power Corp SA,Etablissements Maurel et Prom,Essentra PLC,Banca Carige SpA,JM AB,International Consolidated Airlines Grou,0.0009295903101099367
2016-10-03,Royal Imtech NV,Abengoa SA,Prosafe SE,Vallourec SA,Eurobank Ergasias SA,Premier Oil PLC,Permanent TSB Group Holdings PLC,CGG SA,Solocal Group,EFG International AG,Piraeus Bank SA,GAM Holding AG,Fingerprint Cards AB,Saipem SpA,Eramet,National Bank of Greece SA,easyJet PLC,Kenmare Resources PLC,Vedanta Resources PLC,Balfour Beatty PLC,Lonmin PLC,Solarworld AG,Metsa Board OYJ,Petroleum Geo-Services ASA,Vesuvius PLC,Outotec OYJ,Siltronic AG,Eniro AB,K+S AG,Basilea Pharmaceutica AG,Outokumpu OYJ,Rexel SA,Akastor ASA,Hays PLC,Altice France SA/France,Delta Lloyd NV,Pagegroup PLC,TomTom NV,Leoni AG,Zodiac Aerospace,Randstad NV,Neopost SA,International Consolidated Airlines Grou,International Personal Finance PLC,Ophir Energy PLC,Konecranes OYJ,Fugro NV,Barratt Developments PLC,Bourbon Corp,Nyrstar NV,Hunting PLC,Public Power Corp SA,D/S Norden A/S,Essentra PLC,ABN AMRO Group NV,Meda AB,Imagination Technologies Group PLC,UPM-Kymmene OYJ,Aker Solutions ASA,Sports Direct International PLC,0.013307443640795872
2016-10-12,Prosafe SE,Abengoa SA,Premier Oil PLC,Royal Imtech NV,Vallourec SA,Permanent TSB Group Holdings PLC,Eurobank Ergasias SA,CGG SA,Saipem SpA,Solocal Group,GAM Holding AG,Eniro AB,EFG International AG,Banca Carige SpA,Fingerprint Cards AB,Outotec OYJ,Eramet,easyJet PLC,Petroleum Geo-Services ASA,Akastor ASA,Balfour Beatty PLC,Metsa Board OYJ,Piraeus Bank SA,Banca Monte dei Paschi di Siena SpA,Rexel SA,Vesuvius PLC,Fugro NV,Leoni AG,K+S AG,Outokumpu OYJ,Altice France SA/France,Hays PLC,Vedanta Resources PLC,Konecranes OYJ,TomTom NV,Neopost SA,Basilea Pharmaceutica AG,National Bank of Greece SA,Zodiac Aerospace,International Personal Finance PLC,Solarworld AG,Hunting PLC,Siltronic AG,International Consolidated Airlines Grou,Nyrstar NV,Pagegroup PLC,Aker Solutions ASA,Saras SpA,Delta Lloyd NV,Barratt Developments PLC,Essentra PLC,Meda AB,UPM-Kymmene OYJ,Randstad NV,Public Power Corp SA,ALTICE EUROPE NV,Johnston Press PLC,Ophir Energy PLC,Schroders PLC,KAZ Minerals PLC,0.022842243660395715
2016-10-21,Prosafe SE,CGG SA,Permanent TSB Group Holdings PLC,Royal Imtech NV,Vallourec SA,Eurobank Ergasias SA,Abengoa SA,GAM Holding AG,EFG International AG,Solocal Group,Eniro AB,easyJet PLC,Saipem SpA,Eramet,Outotec OYJ,Banca Carige SpA,Fingerprint Cards AB,Rexel SA,Petroleum Geo-Services ASA,Akastor ASA,Premier Oil PLC,Fugro NV,Banca Monte dei Paschi di Siena SpA,Delta Lloyd NV,Leoni AG,Metsa Board OYJ,Outokumpu OYJ,Vesuvius PLC,Vedanta Resources PLC,Konecranes OYJ,Hunting PLC,Balfour Beatty PLC,Piraeus Bank SA,K+S AG,Neopost SA,Hays PLC,Altice France SA/France,TomTom NV,Zodiac Aerospace,Siltronic AG,Nyrstar NV,Public Power Corp SA,International Personal Finance PLC,Basilea Pharmaceutica AG,International Consolidated Airlines Grou,Pagegroup PLC,Aker Solutions ASA,ALTICE EUROPE NV,Meda AB,Randstad NV,Essentra PLC,Schroders PLC,Barratt Developments PLC,National Bank of Greece SA,Aberdeen Asset Management PLC,UPM-Kymmene OYJ,Storebrand ASA,Close Brothers Group PLC,Travis Perkins PLC,Barclays PLC,0.010483140683736751
2016-11-01,Solocal Group,Prosafe SE,Permanent TSB Group Holdings PLC,Royal Imtech NV,GAM Holding AG,Abengoa SA,Vallourec SA,Fingerprint Cards AB,easyJet PLC,CGG SA,Banca Monte dei Paschi di Siena SpA,EFG International AG,Rexel SA,K+S AG,Petroleum Geo-Services ASA,Saipem SpA,Hays PLC,Eurobank Ergasias SA,Lonmin PLC,International Consolidated Airlines Grou,Konecranes OYJ,Zodiac Aerospace,Metsa Board OYJ,Akastor ASA,Aker Solutions ASA,International Personal Finance PLC,Delta Lloyd NV,Hunting PLC,TomTom NV,Vesuvius PLC,Eramet,Outotec OYJ,Essentra PLC,Altice France SA/France,Volvo AB,Randstad NV,Fugro NV,Pagegroup PLC,KAZ Minerals PLC,Barratt Developments PLC,Outokumpu OYJ,Evraz PLC,Balfour Beatty PLC,Banca Carige SpA,Aberdeen Asset Management PLC,Leoni AG,Johnston Press PLC,Schroders PLC,Ryanair Holdings PLC,Eniro AB,Premier Oil PLC,Valmet OYJ,Nyrstar NV,Travis Perkins PLC,UPM-Kymmene OYJ,Basilea Pharmaceutica AG,Close Brothers Group PLC,Storebrand ASA,Bank of Ireland Group PLC,Vedanta Resources PLC,-0.016879158206831085
2016-11-10,Royal Imtech NV,Vallourec SA,GAM Holding AG,CGG SA,Prosafe SE,Permanent TSB Group Holdings PLC,Lonmin PLC,SSAB AB,Eramet,Solocal Group,Outokumpu OYJ,Abengoa SA,easyJet PLC,Anglo American PLC,Petroleum Geo-Services ASA,Amec Foster Wheeler Ltd,Hunting PLC,K+S AG,Evraz PLC,Aker Solutions ASA,Fingerprint Cards AB,KAZ Minerals PLC,Vesuvius PLC,Delta Lloyd NV,Fugro NV,Hays PLC,Vedanta Resources PLC,Banca Carige SpA,Aberdeen Asset Management PLC,Metsa Board OYJ,EFG International AG,Barclays PLC,Rexel SA,Nyrstar NV,Essentra PLC,Zodiac Aerospace,Bank of Ireland Group PLC,Pagegroup PLC,Banca Monte dei Paschi di Siena SpA,Schroders PLC,Balfour Beatty PLC,Outotec OYJ,Promotora de Informaciones SA,Volvo AB,Saipem SpA,Weir Group PLC/The,Close Brothers Group PLC,Akastor ASA,Travis Perkins PLC,Johnston Press PLC,Metso OYJ,Tullow Oil PLC,Altice France SA/France,Konecranes OYJ,Barratt Developments PLC,International Personal Finance PLC,International Consolidated Airlines Grou,Getlink SE,Glencore PLC,Premier Oil PLC,0.01576379630726335
