Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2014-11-06,AIB Group PLC,Permanent TSB Group Holdings PLC,Eurobank Ergasias SA,Banco Espirito Santo SA,Nutreco NV,Banca Monte dei Paschi di Siena SpA,Piraeus Bank SA,Premier Foods PLC,Areva SA,Reach PLC,Galapagos NV,Fomento de Construcciones y Contratas SA,Titan Cement Co SA,Janus Henderson Group PLC,National Bank of Greece SA,Alpha Bank AE,Solocal Group,Public Power Corp SA,Corbion NV,Orange Belgium SA,Sartorius AG,Kingspan Group PLC,Marfin Investment Group Holdings SA,Eurofins Scientific SE,Kesko OYJ,Ablynx NV,Outokumpu OYJ,Afren PLC,ams AG,Hellenic Telecommunications Organization,Italcementi SpA,Medion AG,Kudelski SA,Norske Skogindustrier ASA,OPAP SA,Ocado Group PLC,Sydbank A/S,Evotec AG,Meyer Burger Technology AG,AGFA-Gevaert NV,Ophir Energy PLC,Royal Imtech NV,Telecom Italia Media SpA,Basilea Pharmaceutica AG,Petropavlovsk PLC,Outotec OYJ,Bank of Ireland Group PLC,Verbund AG,Storebrand ASA,Vifor Pharma AG,Vifor Pharma AG.1,Heidelberger Druckmaschinen AG,Altice France SA/France,Banco Comercial Portugues SA,Distribuidora Internacional de Alimentac,Alcatel Lucent SA,Neopost SA,Alten SA,Kemira OYJ,Barclays PLC,0.01473035553182501
2014-11-17,AIB Group PLC,Permanent TSB Group Holdings PLC,Premier Foods PLC,Banco Espirito Santo SA,Eurobank Ergasias SA,Nutreco NV,Reach PLC,Areva SA,Piraeus Bank SA,Fomento de Construcciones y Contratas SA,Galapagos NV,Titan Cement Co SA,Banca Monte dei Paschi di Siena SpA,Janus Henderson Group PLC,Alpha Bank AE,Sartorius AG,Orange Belgium SA,Outokumpu OYJ,Public Power Corp SA,National Bank of Greece SA,Ocado Group PLC,OPAP SA,Ablynx NV,Kingspan Group PLC,Marfin Investment Group Holdings SA,Hellenic Telecommunications Organization,Corbion NV,Altice France SA/France,Solocal Group,Norske Skogindustrier ASA,Medion AG,Kudelski SA,Eurofins Scientific SE,Alcatel Lucent SA,Evotec AG,Italcementi SpA,AGFA-Gevaert NV,Kesko OYJ,Petropavlovsk PLC,Ophir Energy PLC,Basilea Pharmaceutica AG,ams AG,Storebrand ASA,Kenmare Resources PLC,Heidelberger Druckmaschinen AG,TUI AG,Telecom Italia Media SpA,Neopost SA,Solarworld AG,Peugeot SA,Verbund AG,Afren PLC,Centamin PLC,NOS SGPS SA,Sydbank A/S,Meyer Burger Technology AG,Etablissements Maurel et Prom,Outotec OYJ,Vifor Pharma AG,Vifor Pharma AG.1,-0.022213514269528185
2014-11-26,Arcandor AG,AIB Group PLC,Banco Espirito Santo SA,Premier Foods PLC,Permanent TSB Group Holdings PLC,Reach PLC,Nutreco NV,Fomento de Construcciones y Contratas SA,Areva SA,Piraeus Bank SA,Dexia SA,Solarworld AG,Titan Cement Co SA,Galapagos NV,Ablynx NV,Eurobank Ergasias SA,CGG SA,OPAP SA,Sartorius AG,Koninklijke BAM Groep NV,Hellenic Telecommunications Organization,Janus Henderson Group PLC,Alcatel Lucent SA,Alpha Bank AE,Evotec AG,Public Power Corp SA,Petropavlovsk PLC,Kingspan Group PLC,Kudelski SA,Orange Belgium SA,AGFA-Gevaert NV,NOS SGPS SA,Eurofins Scientific SE,Marfin Investment Group Holdings SA,Ophir Energy PLC,Ocado Group PLC,Corbion NV,Italcementi SpA,Heidelberger Druckmaschinen AG,Arkema SA,Storebrand ASA,Afren PLC,Suedzucker AG,ams AG,Getinge AB,Altice France SA/France,LPP SA,Telecom Italia Media SpA,Basilea Pharmaceutica AG,Outotec OYJ,Medion AG,TUI AG,Genel Energy Plc,Wienerberger AG,Etablissements Maurel et Prom,SGL Carbon SE,Serco Group PLC,Vestas Wind Systems A/S,Outokumpu OYJ,Commerzbank AG,0.01876631838128809
2014-12-05,Banco Espirito Santo SA,Arcandor AG,AIB Group PLC,Reach PLC,Premier Foods PLC,Piraeus Bank SA,Permanent TSB Group Holdings PLC,Nutreco NV,Eurobank Ergasias SA,Solarworld AG,Tiscali SpA,Fomento de Construcciones y Contratas SA,Ablynx NV,Titan Cement Co SA,OPAP SA,Areva SA,Galapagos NV,Sartorius AG,Marfin Investment Group Holdings SA,Evotec AG,Hellenic Telecommunications Organization,Koninklijke BAM Groep NV,Alpha Bank AE,CGG SA,Alcatel Lucent SA,Dexia SA,Kingspan Group PLC,Italcementi SpA,Eurofins Scientific SE,Public Power Corp SA,Heidelberger Druckmaschinen AG,Telecom Italia Media SpA,AGFA-Gevaert NV,ams AG,National Bank of Greece SA,Ophir Energy PLC,Janus Henderson Group PLC,NOS SGPS SA,Solocal Group,Kudelski SA,Sartorius Stedim Biotech,Corbion NV,Wienerberger AG,Petropavlovsk PLC,Norske Skogindustrier ASA,Outotec OYJ,Suedzucker AG,Basilea Pharmaceutica AG,Orange Belgium SA,LPP SA,Medion AG,Arkema SA,Banco Comercial Portugues SA,Vestas Wind Systems A/S,Thomas Cook Group PLC,BE Semiconductor Industries NV,Pharol SGPS SA,Altice France SA/France,Storebrand ASA,Atresmedia Corp de Medios de Comunicacio,0.009778145972925931
2014-12-16,Banco Espirito Santo SA,AIB Group PLC,Arcandor AG,Reach PLC,Piraeus Bank SA,Premier Foods PLC,Nutreco NV,Titan Cement Co SA,Ablynx NV,Solarworld AG,Tiscali SpA,Evotec AG,Fomento de Construcciones y Contratas SA,Eurobank Ergasias SA,Galapagos NV,OPAP SA,Sartorius AG,Permanent TSB Group Holdings PLC,Hellenic Telecommunications Organization,Areva SA,CGG SA,Kingspan Group PLC,Koninklijke BAM Groep NV,Marfin Investment Group Holdings SA,Basilea Pharmaceutica AG,Alcatel Lucent SA,Italcementi SpA,Public Power Corp SA,Eurofins Scientific SE,Telecom Italia Media SpA,Alpha Bank AE,Petropavlovsk PLC,AGFA-Gevaert NV,Solocal Group,Ophir Energy PLC,Suedzucker AG,NOS SGPS SA,National Bank of Greece SA,Janus Henderson Group PLC,ams AG,Heidelberger Druckmaschinen AG,Wienerberger AG,Corbion NV,Medion AG,Norske Skogindustrier ASA,LPP SA,BE Semiconductor Industries NV,TUI AG,Pharol SGPS SA,Arkema SA,Sartorius Stedim Biotech,Swedish Orphan Biovitrum AB,Altice France SA/France,Kudelski SA,Neopost SA,Royal Imtech NV,Etablissements Maurel et Prom,TNT Express BV,Storebrand ASA,SGL Carbon SE,-0.10843812315651448
2014-12-25,Arcandor AG,CGG SA,Banco Espirito Santo SA,AIB Group PLC,Piraeus Bank SA,Tiscali SpA,Reach PLC,Premier Foods PLC,Nutreco NV,Eurobank Ergasias SA,Titan Cement Co SA,Fomento de Construcciones y Contratas SA,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Ablynx NV,Evotec AG,OPAP SA,Sartorius AG,Ophir Energy PLC,Basilea Pharmaceutica AG,Galapagos NV,National Bank of Greece SA,Eurofins Scientific SE,LPP SA,Alcatel Lucent SA,Telecom Italia Media SpA,Kingspan Group PLC,Areva SA,Italcementi SpA,BE Semiconductor Industries NV,ams AG,Royal Imtech NV,Promotora de Informaciones SA,SGL Carbon SE,Wienerberger AG,Alpha Bank AE,Sartorius Stedim Biotech,Corbion NV,Pharol SGPS SA,BB Biotech AG,Suedzucker AG,Swedish Orphan Biovitrum AB,NOS SGPS SA,Airbus SE,Paysafe Group Ltd,Solarworld AG,Micro Focus International PLC,Arkema SA,Valmet OYJ,Permanent TSB Group Holdings PLC,Medion AG,Hellenic Telecommunications Organization,Neopost SA,Janus Henderson Group PLC,Public Power Corp SA,Arnoldo Mondadori Editore SpA,D/S Norden A/S,Koninklijke BAM Groep NV,Heidelberger Druckmaschinen AG,TUI AG,0.04532779474272167
2015-01-05,Arcandor AG,Meyer Burger Technology AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Marfin Investment Group Holdings SA,Tiscali SpA,Reach PLC,Norske Skogindustrier ASA,Premier Foods PLC,Nutreco NV,Titan Cement Co SA,Afren PLC,Evotec AG,Ablynx NV,Ophir Energy PLC,Punch Taverns Ltd,Kingspan Group PLC,Eurobank Ergasias SA,Sartorius AG,Solarworld AG,Alcatel Lucent SA,OPAP SA,Fomento de Construcciones y Contratas SA,Pharol SGPS SA,Sartorius Stedim Biotech,Eurofins Scientific SE,D/S Norden A/S,Promotora de Informaciones SA,AIB Group PLC,Norsk Hydro ASA,Basilea Pharmaceutica AG,Storebrand ASA,BB Biotech AG,Areva SA,LPP SA,Getinge AB,Neopost SA,Evraz PLC,Sopra Steria Group,Aker BP ASA,Telecom Italia Media SpA,Wienerberger AG,Oxurion NV,Corbion NV,Centamin PLC,Galapagos NV,Acerinox SA,Micro Focus International PLC,Raiffeisen Bank International AG,Schibsted ASA,Bwin Party Digital Entertainment PLC,Swedish Orphan Biovitrum AB,Altice France SA/France,Hellenic Telecommunications Organization,NOS SGPS SA,ams AG,TDC A/S,SGL Carbon SE,BE Semiconductor Industries NV,0.005158636200237075
2015-01-14,Arcandor AG,Meyer Burger Technology AG,CGG SA,Piraeus Bank SA,Banco Espirito Santo SA,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Nutreco NV,Premier Foods PLC,Titan Cement Co SA,Evotec AG,Afren PLC,Norske Skogindustrier ASA,Ophir Energy PLC,Kingspan Group PLC,Ablynx NV,Solarworld AG,Fomento de Construcciones y Contratas SA,AIB Group PLC,Sartorius Stedim Biotech,Promotora de Informaciones SA,Pharol SGPS SA,Punch Taverns Ltd,Norsk Hydro ASA,Sartorius AG,Eurobank Ergasias SA,Getinge AB,Storebrand ASA,Koninklijke Vopak NV,Aker BP ASA,Oxurion NV,LPP SA,Eurofins Scientific SE,Micro Focus International PLC,Areva SA,Centamin PLC,Wienerberger AG,Alcatel Lucent SA,Schibsted ASA,BB Biotech AG,Telecom Italia Media SpA,Sopra Steria Group,NOS SGPS SA,Galapagos NV,Acerinox SA,Raiffeisen Bank International AG,Basilea Pharmaceutica AG,D/S Norden A/S,Corbion NV,ams AG,OPAP SA,SGL Carbon SE,Swedish Orphan Biovitrum AB,TDC A/S,Bwin Party Digital Entertainment PLC,BE Semiconductor Industries NV,Vedanta Resources PLC,Hellenic Telecommunications Organization,Arkema SA,-0.006782876808019243
2015-01-23,Arcandor AG,Meyer Burger Technology AG,CGG SA,Afren PLC,Piraeus Bank SA,Banco Espirito Santo SA,Reach PLC,Pharol SGPS SA,Tiscali SpA,Nutreco NV,Marfin Investment Group Holdings SA,Premier Foods PLC,Ophir Energy PLC,Ablynx NV,Titan Cement Co SA,Galapagos NV,Promotora de Informaciones SA,Fomento de Construcciones y Contratas SA,Evotec AG,Norske Skogindustrier ASA,Kingspan Group PLC,Alcatel Lucent SA,Getinge AB,LPP SA,Solarworld AG,OPAP SA,Kenmare Resources PLC,Aker BP ASA,Sartorius Stedim Biotech,Akastor ASA,Acerinox SA,Norsk Hydro ASA,NOS SGPS SA,Micro Focus International PLC,Storebrand ASA,Eurofins Scientific SE,Sopra Steria Group,Punch Taverns Ltd,Koninklijke Vopak NV,Areva SA,Neopost SA,Janus Henderson Group PLC,TDC A/S,Sartorius AG,H Lundbeck A/S,Etablissements Maurel et Prom,ams AG,AIB Group PLC,Premier Oil PLC,Corbion NV,Italcementi SpA,Schibsted ASA,Swedish Orphan Biovitrum AB,Oxurion NV,AP Moller - Maersk A/S,Kudelski SA,Telecom Italia Media SpA,Coca-Cola HBC AG,BB Biotech AG,Bwin Party Digital Entertainment PLC,0.01973592505838017
2015-02-03,Arcandor AG,Meyer Burger Technology AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Reach PLC,Tiscali SpA,Marfin Investment Group Holdings SA,Premier Foods PLC,Norske Skogindustrier ASA,Nutreco NV,Pharol SGPS SA,Ablynx NV,Ophir Energy PLC,LPP SA,Galapagos NV,Promotora de Informaciones SA,Titan Cement Co SA,Evotec AG,Kingspan Group PLC,Getinge AB,Johnston Press PLC,Solarworld AG,Fomento de Construcciones y Contratas SA,Storebrand ASA,Italcementi SpA,Punch Taverns Ltd,Telecom Italia Media SpA,Evraz PLC,Alcatel Lucent SA,Akastor ASA,Sopra Steria Group,Micro Focus International PLC,Vedanta Resources PLC,Corbion NV,Areva SA,NOS SGPS SA,YIT OYJ,Centamin PLC,Norsk Hydro ASA,Sartorius AG,Eurofins Scientific SE,Etablissements Maurel et Prom,Neopost SA,Oxurion NV,APERAM SA,Acerinox SA,Premier Oil PLC,Sartorius Stedim Biotech,Janus Henderson Group PLC,Bwin Party Digital Entertainment PLC,National Bank of Greece SA,Corp Financiera Alba SA,AIB Group PLC,Medion AG,AGFA-Gevaert NV,Puma SE,Schibsted ASA,H Lundbeck A/S,Ratos AB,0.003753160577009601
2015-02-12,Meyer Burger Technology AG,Arcandor AG,CGG SA,Banco Espirito Santo SA,Piraeus Bank SA,Norske Skogindustrier ASA,Premier Foods PLC,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Ablynx NV,Promotora de Informaciones SA,Pharol SGPS SA,Nutreco NV,Ophir Energy PLC,LPP SA,Galapagos NV,Titan Cement Co SA,Corbion NV,Solarworld AG,Johnston Press PLC,Evotec AG,Punch Taverns Ltd,Italcementi SpA,Sopra Steria Group,Hellenic Telecommunications Organization,Telecom Italia Media SpA,Fomento de Construcciones y Contratas SA,Micro Focus International PLC,Alcatel Lucent SA,Janus Henderson Group PLC,National Bank of Greece SA,NOS SGPS SA,Kingspan Group PLC,Corp Financiera Alba SA,Altice France SA/France,Neopost SA,Ratos AB,Premier Oil PLC,Getinge AB,Sartorius AG,Bwin Party Digital Entertainment PLC,Puma SE,Evraz PLC,H Lundbeck A/S,AIB Group PLC,Acerinox SA,Public Power Corp SA,Eurofins Scientific SE,Alten SA,AGFA-Gevaert NV,OPAP SA,Norsk Hydro ASA,Chr Hansen Holding A/S,adidas AG,YIT OYJ,Schibsted ASA,RCS MediaGroup SpA,Atresmedia Corp de Medios de Comunicacio,Oxurion NV,0.01698757738695883
2015-02-23,Meyer Burger Technology AG,Arcandor AG,CGG SA,Banco Espirito Santo SA,Premier Foods PLC,Norske Skogindustrier ASA,Piraeus Bank SA,Tiscali SpA,Reach PLC,Promotora de Informaciones SA,Ophir Energy PLC,Marfin Investment Group Holdings SA,Ablynx NV,Pharol SGPS SA,Nutreco NV,Punch Taverns Ltd,LPP SA,Solarworld AG,Galapagos NV,Corbion NV,Titan Cement Co SA,Johnston Press PLC,Evotec AG,Sopra Steria Group,Telecom Italia Media SpA,Fomento de Construcciones y Contratas SA,Alcatel Lucent SA,Puma SE,Italcementi SpA,Kingspan Group PLC,Micro Focus International PLC,NOS SGPS SA,Corp Financiera Alba SA,Altice France SA/France,Neopost SA,Janus Henderson Group PLC,Getinge AB,Hellenic Telecommunications Organization,AIB Group PLC,Sartorius AG,Acerinox SA,Premier Oil PLC,Eurofins Scientific SE,H Lundbeck A/S,Ratos AB,Genmab A/S,Norsk Hydro ASA,adidas AG,Alten SA,Zeltia SA,Evraz PLC,YIT OYJ,Chr Hansen Holding A/S,Restaurant Group PLC/The,AGFA-Gevaert NV,Centamin PLC,Sartorius Stedim Biotech,Oxurion NV,Atresmedia Corp de Medios de Comunicacio,RCS MediaGroup SpA,0.03507869214028942
2015-03-04,Meyer Burger Technology AG,CGG SA,Arcandor AG,Banco Espirito Santo SA,Piraeus Bank SA,Norske Skogindustrier ASA,Premier Foods PLC,Tiscali SpA,Reach PLC,Marfin Investment Group Holdings SA,Promotora de Informaciones SA,Ophir Energy PLC,Pharol SGPS SA,Nutreco NV,Ablynx NV,LPP SA,Galapagos NV,Punch Taverns Ltd,Solarworld AG,Corbion NV,Johnston Press PLC,Titan Cement Co SA,Evotec AG,Sopra Steria Group,Fomento de Construcciones y Contratas SA,B&M European Value Retail SA,Altice France SA/France,Premier Oil PLC,Puma SE,AIB Group PLC,Neopost SA,Telecom Italia Media SpA,Micro Focus International PLC,Alcatel Lucent SA,Italcementi SpA,Acerinox SA,Kingspan Group PLC,Vedanta Resources PLC,Hellenic Telecommunications Organization,adidas AG,NOS SGPS SA,Janus Henderson Group PLC,Corp Financiera Alba SA,Ratos AB,Chr Hansen Holding A/S,Getinge AB,Sartorius AG,Alten SA,AGFA-Gevaert NV,H Lundbeck A/S,Genmab A/S,Eurofins Scientific SE,Norsk Hydro ASA,Sartorius Stedim Biotech,TDC A/S,YIT OYJ,Koninklijke DSM NV,Atresmedia Corp de Medios de Comunicacio,Cineworld Group PLC,Swedish Orphan Biovitrum AB,0.006771608052773575
2015-03-13,Meyer Burger Technology AG,CGG SA,Arcandor AG,Banco Espirito Santo SA,Premier Foods PLC,Piraeus Bank SA,Tiscali SpA,Norske Skogindustrier ASA,Reach PLC,Promotora de Informaciones SA,Marfin Investment Group Holdings SA,Pharol SGPS SA,Nutreco NV,Ablynx NV,Ophir Energy PLC,LPP SA,Galapagos NV,Solarworld AG,Titan Cement Co SA,Corbion NV,Sopra Steria Group,Johnston Press PLC,Altice France SA/France,Hellenic Telecommunications Organization,Punch Taverns Ltd,Premier Oil PLC,Evotec AG,Fomento de Construcciones y Contratas SA,AIB Group PLC,CIMPOR Cimentos de Portugal SGPS SA,Puma SE,Neopost SA,Getinge AB,B&M European Value Retail SA,Telecom Italia Media SpA,Kingspan Group PLC,Italcementi SpA,Alcatel Lucent SA,adidas AG,H Lundbeck A/S,Ratos AB,Corp Financiera Alba SA,Acerinox SA,Vedanta Resources PLC,Micro Focus International PLC,Sartorius Stedim Biotech,Janus Henderson Group PLC,Public Power Corp SA,Koninklijke DSM NV,Alten SA,OCI NV,Chr Hansen Holding A/S,TDC A/S,Sartorius AG,NOS SGPS SA,Norsk Hydro ASA,Storebrand ASA,Cineworld Group PLC,AGFA-Gevaert NV,Eurofins Scientific SE,-0.004322572472060659
2015-03-24,Meyer Burger Technology AG,Arcandor AG,CGG SA,Premier Foods PLC,Banco Espirito Santo SA,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Piraeus Bank SA,Reach PLC,Tiscali SpA,Pharol SGPS SA,Promotora de Informaciones SA,Nutreco NV,Ophir Energy PLC,Solarworld AG,Ablynx NV,Titan Cement Co SA,Premier Oil PLC,LPP SA,Sopra Steria Group,Altice France SA/France,Corbion NV,Vedanta Resources PLC,Kenmare Resources PLC,H Lundbeck A/S,Evotec AG,Puma SE,Hellenic Telecommunications Organization,Neopost SA,Janus Henderson Group PLC,Outotec OYJ,B&M European Value Retail SA,Corp Financiera Alba SA,CIMPOR Cimentos de Portugal SGPS SA,Sartorius Stedim Biotech,Norsk Hydro ASA,Acerinox SA,Koninklijke DSM NV,Telecom Italia Media SpA,Punch Taverns Ltd,Italcementi SpA,OCI NV,adidas AG,Fomento de Construcciones y Contratas SA,Kingspan Group PLC,Johnston Press PLC,Ratos AB,Getinge AB,NOS SGPS SA,Cineworld Group PLC,APERAM SA,Storebrand ASA,Alten SA,Banco Comercial Portugues SA,AGFA-Gevaert NV,Micro Focus International PLC,Areva SA,YIT OYJ,Galp Energia SGPS SA,Alcatel Lucent SA,0.006133576217723158
2015-04-02,Meyer Burger Technology AG,Arcandor AG,CGG SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Reach PLC,Dexia SA,Tiscali SpA,Nutreco NV,Banco Espirito Santo SA,Promotora de Informaciones SA,Ophir Energy PLC,Premier Oil PLC,Pharol SGPS SA,Solarworld AG,Ablynx NV,LPP SA,Titan Cement Co SA,Vedanta Resources PLC,Sopra Steria Group,Evotec AG,National Bank of Greece SA,CIMPOR Cimentos de Portugal SGPS SA,Outotec OYJ,Corbion NV,Puma SE,Fomento de Construcciones y Contratas SA,Hellenic Telecommunications Organization,H Lundbeck A/S,Acerinox SA,Sartorius Stedim Biotech,Punch Taverns Ltd,B&M European Value Retail SA,Janus Henderson Group PLC,Norsk Hydro ASA,Banco Comercial Portugues SA,Centamin PLC,Corp Financiera Alba SA,Public Power Corp SA,Altice France SA/France,OCI NV,Telecom Italia Media SpA,Neopost SA,Koninklijke DSM NV,Ratos AB,adidas AG,Storebrand ASA,Galp Energia SGPS SA,NOS SGPS SA,Alten SA,Zeltia SA,Johnston Press PLC,Eurofins Scientific SE,Kingspan Group PLC,APERAM SA,Medion AG,Arnoldo Mondadori Editore SpA,Konecranes OYJ,-0.0264543613566755
2015-04-13,Meyer Burger Technology AG,Arcandor AG,CGG SA,Dexia SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Banco Espirito Santo SA,Promotora de Informaciones SA,Premier Oil PLC,Nutreco NV,Reach PLC,Tiscali SpA,LPP SA,Pharol SGPS SA,Ophir Energy PLC,Titan Cement Co SA,National Bank of Greece SA,Ablynx NV,Vedanta Resources PLC,CIMPOR Cimentos de Portugal SGPS SA,Punch Taverns Ltd,Centamin PLC,Sopra Steria Group,Evotec AG,Puma SE,Neopost SA,Telecom Italia Media SpA,Acerinox SA,Sartorius Stedim Biotech,Fomento de Construcciones y Contratas SA,REC Silicon ASA,Janus Henderson Group PLC,Corbion NV,Corp Financiera Alba SA,Hellenic Telecommunications Organization,Norsk Hydro ASA,B&M European Value Retail SA,H Lundbeck A/S,Koninklijke DSM NV,Getinge AB,Johnston Press PLC,Etablissements Maurel et Prom,Outotec OYJ,Solarworld AG,Alcatel Lucent SA,Arnoldo Mondadori Editore SpA,APERAM SA,Ratos AB,Alten SA,Alpha Bank AE,Storebrand ASA,OCI NV,Altice France SA/France,Eurofins Scientific SE,Kingspan Group PLC,Italcementi SpA,Eramet,OPAP SA,0.041180741900906016
2015-04-22,Meyer Burger Technology AG,Arcandor AG,CGG SA,Dexia SA,Piraeus Bank SA,Premier Foods PLC,Marfin Investment Group Holdings SA,Norske Skogindustrier ASA,Reach PLC,Ophir Energy PLC,Premier Oil PLC,Nutreco NV,Promotora de Informaciones SA,Tiscali SpA,Punch Taverns Ltd,CIMPOR Cimentos de Portugal SGPS SA,LPP SA,Titan Cement Co SA,National Bank of Greece SA,Ablynx NV,Vedanta Resources PLC,Pharol SGPS SA,Sopra Steria Group,Centamin PLC,Sartorius Stedim Biotech,Neopost SA,Puma SE,B&M European Value Retail SA,Telecom Italia Media SpA,Evotec AG,Acerinox SA,Etablissements Maurel et Prom,Galp Energia SGPS SA,REC Silicon ASA,BG Group Ltd,Koninklijke DSM NV,Norsk Hydro ASA,APERAM SA,Alten SA,Janus Henderson Group PLC,Fomento de Construcciones y Contratas SA,Santander Bank Polska SA,Storebrand ASA,Evraz PLC,Corbion NV,Saras SpA,Solarworld AG,Getinge AB,H Lundbeck A/S,Tullow Oil PLC,ams AG,OCI NV,Hellenic Telecommunications Organization,Corp Financiera Alba SA,Medion AG,Alpha Bank AE,Konecranes OYJ,Outotec OYJ,Eurofins Scientific SE,YIT OYJ,-0.013674445231372043
2015-05-01,Meyer Burger Technology AG,Arcandor AG,Dexia SA,Piraeus Bank SA,CGG SA,Premier Foods PLC,Norske Skogindustrier ASA,Promotora de Informaciones SA,Ophir Energy PLC,Marfin Investment Group Holdings SA,Reach PLC,Nutreco NV,Punch Taverns Ltd,Premier Oil PLC,Sopra Steria Group,Tiscali SpA,Pharol SGPS SA,Titan Cement Co SA,Centamin PLC,Vedanta Resources PLC,CIMPOR Cimentos de Portugal SGPS SA,REC Silicon ASA,Getinge AB,Puma SE,Ablynx NV,National Bank of Greece SA,LPP SA,Corp Financiera Alba SA,Telecom Italia Media SpA,Alcatel Lucent SA,B&M European Value Retail SA,Norsk Hydro ASA,Ratos AB,Neopost SA,Storebrand ASA,Sartorius Stedim Biotech,H Lundbeck A/S,Outotec OYJ,Galp Energia SGPS SA,Corbion NV,BG Group Ltd,Koninklijke DSM NV,Evraz PLC,Etablissements Maurel et Prom,Alpha Bank AE,Santander Bank Polska SA,Hellenic Telecommunications Organization,ams AG,Janus Henderson Group PLC,SSP Group Plc,OCI NV,Schibsted ASA,YIT OYJ,DNB ASA,Alten SA,Eurofins Scientific SE,Konecranes OYJ,OPAP SA,Public Power Corp SA,APERAM SA,0.0052208390590115315
2015-05-12,Meyer Burger Technology AG,Dexia SA,CGG SA,Piraeus Bank SA,Ophir Energy PLC,Arcandor AG,Premier Foods PLC,Promotora de Informaciones SA,Norske Skogindustrier ASA,Marfin Investment Group Holdings SA,Alcatel Lucent SA,Reach PLC,Premier Oil PLC,Nutreco NV,Tiscali SpA,Puma SE,Punch Taverns Ltd,Vedanta Resources PLC,Norsk Hydro ASA,Centamin PLC,Storebrand ASA,Sopra Steria Group,CIMPOR Cimentos de Portugal SGPS SA,Getinge AB,Pharol SGPS SA,Singulus Technologies AG,B&M European Value Retail SA,Corp Financiera Alba SA,Titan Cement Co SA,APERAM SA,BE Semiconductor Industries NV,Ratos AB,LPP SA,Ablynx NV,Neopost SA,Evraz PLC,Janus Henderson Group PLC,ams AG,Tullow Oil PLC,H Lundbeck A/S,Sartorius Stedim Biotech,DNB ASA,Telecom Italia Media SpA,Outokumpu OYJ,BG Group Ltd,OCI NV,Etablissements Maurel et Prom,Santander Bank Polska SA,Konecranes OYJ,Koninklijke DSM NV,Corbion NV,Acerinox SA,Outotec OYJ,SSP Group Plc,YIT OYJ,Dragon Oil PLC,William Demant Holding A/S,Galp Energia SGPS SA,National Bank of Greece SA,Kingspan Group PLC,0.012592795139068013
2015-05-21,Meyer Burger Technology AG,Dexia SA,CGG SA,Ophir Energy PLC,Premier Foods PLC,Promotora de Informaciones SA,Norske Skogindustrier ASA,Reach PLC,Arcandor AG,Premier Oil PLC,Vedanta Resources PLC,Punch Taverns Ltd,Puma SE,Alcatel Lucent SA,Nutreco NV,Tiscali SpA,Centamin PLC,Sopra Steria Group,B&M European Value Retail SA,CIMPOR Cimentos de Portugal SGPS SA,Singulus Technologies AG,Getinge AB,Norsk Hydro ASA,BE Semiconductor Industries NV,Paysafe Group Ltd,Storebrand ASA,Piraeus Bank SA,Delhaize Group SCA,Marfin Investment Group Holdings SA,Galapagos NV,Tullow Oil PLC,Corp Financiera Alba SA,Janus Henderson Group PLC,SSP Group Plc,Galp Energia SGPS SA,Titan Cement Co SA,Pharol SGPS SA,Ratos AB,BG Group Ltd,Corbion NV,Carlsberg A/S,Ablynx NV,Neopost SA,William Demant Holding A/S,Johnston Press PLC,REC Silicon ASA,OCI NV,Eurofins Scientific SE,YIT OYJ,Etablissements Maurel et Prom,ams AG,Evraz PLC,Telecom Italia Media SpA,Outotec OYJ,Diebold Nixdorf AG,Koninklijke DSM NV,Sartorius Stedim Biotech,DNB ASA,Saipem SpA,Arnoldo Mondadori Editore SpA,0.00895486811472673
